gestionnaire;nomAumfcp;dateEffet;facteur;source
SOAGA;SICAV ABDOU DIOUF;2026-07-02;10;BOC 03/07/2026 : 17 600 727,55 le 01/07 puis 1 763 598,50 le 02/07
