code;isin;date;coursPrecedent;coursJour;coursReference;cleanPrice;couponCouru;dirtyPrice;volume;valeurTransigee
EOS.O26;SN0000004268;2026-01-30;10000;;10000;10000;33.59;10033.59;0;0
EOS.O27;SN0000004276;2026-01-30;9800;;9800;9800;34.64;9834.64;0;0
EOS.O28;SN0000004284;2026-01-30;10000;;10000;10000;35.43;10035.43;0;0
EOS.O29;SN0000004292;2026-01-30;10000;;10000;10000;36.48;10036.48;0;0
EOS.O8;SN0000002239;2026-01-30;10000;;10000;10000;1.78;10001.78;0;0
EOS.O9;SN0000002395;2026-01-30;10535;;10535;10535;203.87;10738.87;0;0
FBOAD.O1;TG0000002237;2026-01-30;5500;;5500;5500;119.26;5619.26;0;0
FBOAD.O2;TG0000003128;2026-01-30;7000;7525;7525;7525;129.36;7654.36;5;37625
FDFINBF.O1;BF0000002857;2026-01-30;7500;;7500;7500;96.0;7596.0;0;0
FDFINBF.O2;BF0000003574;2026-01-30;10000;;10000;10000;341.37;10341.37;0;0
FEPTC.O2;CI0000007183;2026-01-30;10000;;10000;10000;123.57;10123.57;0;0
FSNBBF.O1;BF0000004135;2026-01-30;10000;;10000;10000;265.02;10265.02;0;0
FSNTS.O1;SN0000002965;2026-01-30;10000;;10000;10000;18.28;10018.28;0;0
FSNTS.O2;SN0000002973;2026-01-30;9950;;9950;9950;18.85;9968.85;0;0
NRMC.O1;CI0000008884;2026-01-30;9950;;9950;9950;305.61;10255.61;0;0
PADS.O3;SN0000001454;2026-01-30;3980;;3980;3980;74.7;4054.7;0;0
PTRC.O1;CI0000005948;2026-01-30;11900;;11900;11900;84.22;11984.22;0;0
SCRC.O1;CI0000008637;2026-01-30;10000;;10000;10000;658.94;10658.94;0;0
SNTS.O2;SN0000001371;2026-01-30;3000;;3000;3000;7.03;3007.03;0;0
SUKSN.S2;SN0000000985;2026-01-30;10000;;10000;10000;6.67;10006.67;0;0
SUKTG.S1;TG0000000744;2026-01-30;10300;;10300;10300;341.02;10641.02;0;0
TPBF.O11;BF0000001537;2026-01-30;4169;;4169;4169;15.72;4184.72;0;0
TPBF.O12;BF0000001743;2026-01-30;9990;;9990;9990;228.04;10218.04;0;0
TPBF.O13;BF0000001867;2026-01-30;9999;;9999;9999;43.09;10042.09;0;0
TPBF.O14;BF0000002212;2026-01-30;9700;9700;9700;9700;262.79;9962.79;5;48500
TPBF.O15;BF0000002287;2026-01-30;10000;;10000;10000;132.27;10132.27;0;0
TPBF.O16;BF0000002436;2026-01-30;10000;;10000;10000;33.15;10033.15;0;0
TPBF.O17;BF0000002709;2026-01-30;10000;;10000;10000;190.38;10190.38;0;0
TPBF.O18;BF0000002717;2026-01-30;9950;;9950;9950;196.43;10146.43;0;0
TPBF.O19;BF0000003061;2026-01-30;10000;;10000;10000;147.93;10147.93;0;0
TPBF.O20;BF0000003079;2026-01-30;10000;;10000;10000;153.8;10153.8;0;0
TPBF.O21;BF0000003350;2026-01-30;9999;;9999;9999;113.12;10112.12;0;0
TPBF.O22;BF0000003368;2026-01-30;10000;;10000;10000;118.34;10118.34;0;0
TPBF.O4;BF0000000745;2026-01-30;10750;;10750;10750;164.28;10914.28;0;0
TPBF.O8;BF0000001271;2026-01-30;9700;;9700;9700;151.36;9851.36;0;0
TPBF.O9;BF0000001362;2026-01-30;11500;11500;11500;11500;203.57;11703.57;3;34500
TPBJ.O10;BJ0000002663;2026-01-30;10000;10000;10000;10000;119.63;10119.63;67;670000
TPBJ.O3;BJ0000001418;2026-01-30;10000;;10000;10000;281.37;10281.37;0;0
TPBJ.O4;BJ0000001665;2026-01-30;10000;;10000;10000;504.79;10504.79;0;0
TPBJ.O5;BJ0000001673;2026-01-30;10000;;10000;10000;536.92;10536.92;0;0
TPBJ.O6;BJ0000001764;2026-01-30;10200;;10200;10200;293.01;10493.01;0;0
TPBJ.O7;BJ0000001947;2026-01-30;10000;;10000;10000;504.41;10504.41;0;0
TPBJ.O8;BJ0000001954;2026-01-30;10000;;10000;10000;548.66;10548.66;0;0
TPBJ.O9;BJ0000002655;2026-01-30;10000;10000;10000;10000;116.71;10116.71;164;1640000
TPCI.O21;CI0000001822;2026-01-30;10000;;10000;10000;488.22;10488.22;0;0
TPCI.O22;CI0000001889;2026-01-30;10000;;10000;10000;370.16;10370.16;0;0
TPCI.O23;CI0000002119;2026-01-30;10000;;10000;10000;119.62;10119.62;0;0
TPCI.O24;CI0000002317;2026-01-30;9700;;9700;9700;147.9;9847.9;0;0
TPCI.O28;CI0000002648;2026-01-30;9200;;9200;9200;299.18;9499.18;0;0
TPCI.O29;CI0000002663;2026-01-30;9850;;9850;9850;339.56;10189.56;0;0
TPCI.O31;CI0000002952;2026-01-30;10230;;10230;10230;352.88;10582.88;0;0
TPCI.O33;;2026-01-30;2080;;2080;2080;100.01;2180.01;0;0
TPCI.O34;CI0000002911;2026-01-30;4900;;4900;4900;259.73;5159.73;0;0
TPCI.O35;CI0000003059;2026-01-30;10000;;10000;10000;319.79;10319.79;0;0
TPCI.O36;CI0000003117;2026-01-30;10000;;10000;10000;255.21;10255.21;0;0
TPCI.O37;CI0000003174;2026-01-30;2050;;2050;2050;18.12;2068.12;0;0
TPCI.O38;CI0000003133;2026-01-30;2000;2000;2000;2000;17.96;2017.96;1;2000
TPCI.O39;CI0000003125;2026-01-30;2000;;2000;2000;33.08;2033.08;0;0
TPCI.O40;CI0000003380;2026-01-30;2000;;2000;2000;6.3;2006.3;0;0
TPCI.O41;CI0000003422;2026-01-30;10000;;10000;10000;533.92;10533.92;0;0
TPCI.O42;CI0000003430;2026-01-30;10000;;10000;10000;543.12;10543.12;0;0
TPCI.O43;CI0000003588;2026-01-30;10000;;10000;10000;455.84;10455.84;0;0
TPCI.O44;CI0000003596;2026-01-30;9800;;9800;9800;448.11;10248.11;0;0
TPCI.O45;CI0000003471;2026-01-30;4000;;4000;4000;144.92;4144.92;0;0
TPCI.O46;CI0000003497;2026-01-30;6375;;6375;6375;230.34;6605.34;0;0
TPCI.O47;CI0000003489;2026-01-30;4100;;4100;4100;144.92;4244.92;0;0
TPCI.O50;CI0000003737;2026-01-30;6250;;6250;6250;156.59;6406.59;0;0
TPCI.O51;CI0000003836;2026-01-30;4000;;4000;4000;76.27;4076.27;0;0
TPCI.O52;CI0000003919;2026-01-30;6250;;6250;6250;121.23;6371.23;0;0
TPCI.O53;CI0000003901;2026-01-30;4240;;4240;4240;59.75;4299.75;0;0
TPCI.O54;CI0000003844;2026-01-30;6250;;6250;6250;94.97;6344.97;0;0
TPCI.O55;CI0000004057;2026-01-30;4000;;4000;4000;22.88;4022.88;0;0
TPCI.O57;CI0000003968;2026-01-30;3880;;3880;3880;45.13;3925.13;0;0
TPCI.O58;CI0000004172;2026-01-30;6000;;6000;6000;311.77;6311.77;0;0
TPCI.O60;CI0000004313;2026-01-30;10000;;10000;10000;416.33;10416.33;0;0
TPCI.O61;CI0000004321;2026-01-30;10000;;10000;10000;423.51;10423.51;0;0
TPCI.O62;CI0000004479;2026-01-30;6000;;6000;6000;204.03;6204.03;0;0
TPCI.O63;CI0000004487;2026-01-30;7500;;7500;7500;259.44;7759.44;0;0
TPCI.O65;CI0000004834;2026-01-30;7500;;7500;7500;147.9;7647.9;0;0
TPCI.O67;CI0000004925;2026-01-30;10000;;10000;10000;72.74;10072.74;0;0
TPCI.O68;CI0000004974;2026-01-30;10000;;10000;10000;586.77;10586.77;0;0
TPCI.O69;CI0000005096;2026-01-30;9999;;9999;9999;494.66;10493.66;0;0
TPCI.O70;CI0000005179;2026-01-30;10000;;10000;10000;434.79;10434.79;0;0
TPCI.O71;CI0000005310;2026-01-30;10000;;10000;10000;354.48;10354.48;0;0
TPCI.O72;CI0000005385;2026-01-30;7920;;7920;7920;229.1;8149.1;0;0
TPCI.O73;CI0000005393;2026-01-30;8750;;8750;8750;255.01;9005.01;0;0
TPCI.O75;CI0000005641;2026-01-30;10700;;10700;10700;178.01;10878.01;0;0
TPCI.O76;CI0000005658;2026-01-30;10500;;10500;10500;181.16;10681.16;0;0
TPCI.O77;CI0000005674;2026-01-30;10000;;10000;10000;147.61;10147.61;0;0
TPCI.O78;CI0000005880;2026-01-30;10000;;10000;10000;74.3;10074.3;0;0
TPCI.O79;CI0000006235;2026-01-30;10750;;10750;10750;529.32;11279.32;0;0
TPCI.O80;CI0000006383;2026-01-30;9550;;9550;9550;424.11;9974.11;0;0
TPCI.O81;CI0000006680;2026-01-30;10500;;10500;10500;295.81;10795.81;0;0
TPCI.O82;CI0000006698;2026-01-30;9999;;9999;9999;300.82;10299.82;0;0
TPCI.O83;CI0000006904;2026-01-30;10000;;10000;10000;177.81;10177.81;0;0
TPCI.O84;CI0000006912;2026-01-30;10000;;10000;10000;180.82;10180.82;0;0
TPCI.O85;CI0000007142;2026-01-30;10000;;10000;10000;75.97;10075.97;0;0
TPCI.O86;CI0000007159;2026-01-30;10000;;10000;10000;77.26;10077.26;0;0
TPCI.O87;CI0000007357;2026-01-30;9715;9715;9715;9715;502.71;10217.71;3050;29630750
TPCI.O88;CI0000007365;2026-01-30;9625;10000;10000;10000;511.23;10511.23;1;10000
TPCI.O89;CI0000007696;2026-01-30;12100;;12100;12100;315.21;12415.21;0;0
TPCI.O90;CI0000007704;2026-01-30;10000;;10000;10000;320.55;10320.55;0;0
TPCI.O91;CI0000007878;2026-01-30;10000;;10000;10000;253.78;10253.78;0;0
TPCI.O92;CI0000007886;2026-01-30;9500;10210;10210;10210;258.08;10468.08;5;51050
TPCI.O93;CI0000008397;2026-01-30;9700;;9700;9700;116.38;9816.38;0;0
TPCI.O94;CI0000008405;2026-01-30;10000;;10000;10000;118.36;10118.36;0;0
TPCI.O95;CI0000008868;2026-01-30;10000;;10000;10000;533.42;10533.42;0;0
TPCI.O96;CI0000008876;2026-01-30;10000;;10000;10000;542.47;10542.47;0;0
TPNE.O1;;2026-01-30;9795;;9795;9795;548.49;10343.49;0;0
TPNE.O10;NE0000002417;2026-01-30;10000;;10000;10000;620.22;10620.22;0;0
TPNE.O2;NE0000000940;2026-01-30;9845;10580;10580;10580;324.11;10904.11;93;983940
TPNE.O3;NE0000001088;2026-01-30;4000;;4000;4000;130.36;4130.36;0;0
TPNE.O5;NE0000001492;2026-01-30;10000;10750;10750;10750;406.07;11156.07;5;53750
TPNE.O6;NE0000001625;2026-01-30;9000;;9000;9000;71.27;9071.27;0;0
TPNE.O7;NE0000001914;2026-01-30;7500;;7500;7500;283.82;7783.82;0;0
TPNE.O8;NE0000002326;2026-01-30;9500;10200;10200;10200;41.59;10241.59;41;416798
TPTG.O2;TG0000001890;2026-01-30;10000;;10000;10000;123.29;10123.29;0;0
TPTG.O3;TG0000003235;2026-01-30;9725;;9725;9725;583.15;10308.15;0;0
TPTG.O4;TG0000003243;2026-01-30;10000;10000;10000;10000;596.71;10596.71;10;100000
BABS.O1;SN0000003484;2026-02-02;10750;;10750;10750;176.87;10926.87;0;0
BIDC.O4;TG0000000934;2026-02-02;2500;;2500;2500;96.51;2596.51;0;0
BIDC.O5;TG0000001304;2026-02-02;11550;;11550;11550;37.13;11587.13;0;0
BIDC.O6;TG0000001585;2026-02-02;5370;;5370;5370;67.67;5437.67;0;0
BIDC.O7;TG0000001833;2026-02-02;7000;;7000;7000;62.23;7062.23;0;0
BIDC.O8;TG0000003011;2026-02-02;10000;;10000;10000;7.12;10007.12;0;0
CRRH.O10;TG0000002070;2026-02-02;10000;;10000;10000;303.34;10303.34;0;0
CRRH.O11;TG0000003326;2026-02-02;10000;;10000;10000;98.63;10098.63;0;0
CRRH.O6;TG0000000801;2026-02-02;10000;;10000;10000;48.48;10048.48;0;0
CRRH.O7;TG0000000991;2026-02-02;3333;;3333;3333;42.19;3375.19;0;0
CRRH.O8;TG0000001213;2026-02-02;4000;;4000;4000;29.29;4029.29;0;0
CRRH.O9;TG0000001221;2026-02-02;5333;;5333;5333;38.12;5371.12;0;0
ECOC.O1;CI0000008439;2026-02-02;10000;;10000;10000;570.68;10570.68;0;0
EOM.O10;ML0000002120;2026-02-02;10000;;10000;10000;93.42;10093.42;0;0
EOM.O11;ML0000002369;2026-02-02;10000;;10000;10000;104.4;10104.4;0;0
EOM.O12;ML0000002542;2026-02-02;10000;;10000;10000;336.58;10336.58;0;0
EOM.O13;ML0000002930;2026-02-02;10000;;10000;10000;539.59;10539.59;0;0
EOM.O14;ML0000003193;2026-02-02;10000;;10000;10000;152.05;10152.05;0;0
EOM.O15;ML0000003318;2026-02-02;10000;;10000;10000;181.25;10181.25;0;0
EOM.O16;ML0000003326;2026-02-02;10000;;10000;10000;175.71;10175.71;0;0
EOM.O17;ML0000003573;2026-02-02;10000;;10000;10000;558.1;10558.1;0;0
EOM.O18;ML0000003581;2026-02-02;10000;;10000;10000;541.05;10541.05;0;0
EOM.O19;ML0000003870;2026-02-02;10000;;10000;10000;306.86;10306.86;0;0
EOM.O20;ML0000003888;2026-02-02;10000;;10000;10000;297.49;10297.49;0;0
EOM.O4;ML0000001197;2026-02-02;4300;;4300;4300;146.03;4446.03;0;0
EOM.O5;ML0000001312;2026-02-02;6000;;6000;6000;333.37;6333.37;0;0
EOM.O6;ML0000001544;2026-02-02;4300;;4300;4300;45.0;4345.0;0;0
EOM.O7;ML0000001668;2026-02-02;7500;;7500;7500;390.0;7890.0;0;0
EOM.O8;ML0000001932;2026-02-02;10000;;10000;10000;251.4;10251.4;0;0
EOM.O9;ML0000002112;2026-02-02;9800;;9800;9800;94.93;9894.93;0;0
EOS.O10;SN0000002403;2026-02-02;10000;;10000;10000;214.06;10214.06;0;0
EOS.O11;SN0000002411;2026-02-02;10000;;10000;10000;221.02;10221.02;0;0
EOS.O12;SN0000002726;2026-02-02;10000;;10000;10000;287.45;10287.45;0;0
EOS.O13;SN0000002734;2026-02-02;9999;;9999;9999;294.46;10293.46;0;0
EOS.O14;SN0000002742;2026-02-02;10000;;10000;10000;303.8;10303.8;0;0
EOS.O15;SN0000002916;2026-02-02;10000;;10000;10000;300.61;10300.61;0;0
EOS.O16;SN0000002924;2026-02-02;10000;;10000;10000;310.23;10310.23;0;0
EOS.O17;SN0000002932;2026-02-02;10000;;10000;10000;319.85;10319.85;0;0
EOS.O18;SN0000003922;2026-02-02;10000;;10000;10000;191.65;10191.65;0;0
EOS.O19;SN0000003930;2026-02-02;10000;;10000;10000;197.64;10197.64;0;0
EOS.O20;SN0000003948;2026-02-02;9700;;9700;9700;202.13;9902.13;0;0
EOS.O21;SN0000003955;2026-02-02;10000;;10000;10000;208.12;10208.12;0;0
EOS.O22;SN0000004037;2026-02-02;10000;;10000;10000;189.37;10189.37;0;0
EOS.O23;SN0000004045;2026-02-02;10000;;10000;10000;195.29;10195.29;0;0
EOS.O24;SN0000004052;2026-02-02;10000;10000;10000;10000;199.73;10199.73;30000;300000000
EOS.O25;SN0000004060;2026-02-02;10000;;10000;10000;205.65;10205.65;0;0
EOS.O26;SN0000004268;2026-02-02;10000;;10000;10000;38.9;10038.9;0;0
EOS.O27;SN0000004276;2026-02-02;9800;;9800;9800;40.11;9840.11;0;0
EOS.O28;SN0000004284;2026-02-02;10000;;10000;10000;41.02;10041.02;0;0
EOS.O29;SN0000004292;2026-02-02;10000;;10000;10000;42.24;10042.24;0;0
EOS.O8;SN0000002239;2026-02-02;10000;;10000;10000;7.13;10007.13;0;0
EOS.O9;SN0000002395;2026-02-02;10535;;10535;10535;208.84;10743.84;0;0
FBOAD.O1;TG0000002237;2026-02-02;5500;;5500;5500;121.97;5621.97;0;0
FBOAD.O2;TG0000003128;2026-02-02;7525;7385;7385;7385;134.82;7519.82;2;14770
FDFINBF.O1;BF0000002857;2026-02-02;7500;;7500;7500;100.05;7600.05;0;0
FDFINBF.O2;BF0000003574;2026-02-02;10000;;10000;10000;347.13;10347.13;0;0
FEPTC.O2;CI0000007183;2026-02-02;10000;;10000;10000;129.36;10129.36;0;0
FSNBBF.O1;BF0000004135;2026-02-02;10000;10000;10000;10000;271.33;10271.33;17;170000
FSNTS.O1;SN0000002965;2026-02-02;10000;;10000;10000;23.27;10023.27;0;0
FSNTS.O2;SN0000002973;2026-02-02;9950;;9950;9950;23.99;9973.99;0;0
NRMC.O1;CI0000008884;2026-02-02;9950;;9950;9950;311.45;10261.45;0;0
ORGT.O2;TG0000001726;2026-02-02;7080;;7080;7080;116.68;7196.68;0;0
PADS.O3;SN0000001454;2026-02-02;3980;;3980;3980;76.88;4056.88;0;0
PTRC.O1;CI0000005948;2026-02-02;11900;;11900;11900;89.71;11989.71;0;0
SCRC.O1;CI0000008637;2026-02-02;10000;;10000;10000;665.75;10665.75;0;0
SNTS.O2;SN0000001371;2026-02-02;3000;;3000;3000;8.54;3008.54;0;0
SUKSN.S2;SN0000000985;2026-02-02;10000;;10000;10000;11.67;10011.67;0;0
SUKTG.S1;TG0000000744;2026-02-02;10300;;10300;10300;347.18;10647.18;0;0
TPBF.O11;BF0000001537;2026-02-02;4169;;4169;4169;17.97;4186.97;0;0
TPBF.O12;BF0000001743;2026-02-02;9990;;9990;9990;233.43;10223.43;0;0
TPBF.O13;BF0000001867;2026-02-02;9999;;9999;9999;48.48;10047.48;0;0
TPBF.O14;BF0000002212;2026-02-02;9700;;9700;9700;268.01;9968.01;0;0
TPBF.O15;BF0000002287;2026-02-02;10000;;10000;10000;137.49;10137.49;0;0
TPBF.O16;BF0000002436;2026-02-02;10000;;10000;10000;38.12;10038.12;0;0
TPBF.O17;BF0000002709;2026-02-02;10000;;10000;10000;195.58;10195.58;0;0
TPBF.O18;BF0000002717;2026-02-02;9950;;9950;9950;201.79;10151.79;0;0
TPBF.O19;BF0000003061;2026-02-02;10000;;10000;10000;153.15;10153.15;0;0
TPBF.O20;BF0000003079;2026-02-02;10000;;10000;10000;159.23;10159.23;0;0
TPBF.O21;BF0000003350;2026-02-02;9999;;9999;9999;118.51;10117.51;0;0
TPBF.O22;BF0000003368;2026-02-02;10000;;10000;10000;123.98;10123.98;0;0
TPBF.O4;BF0000000745;2026-02-02;10750;;10750;10750;3.56;10753.56;0;0
TPBF.O8;BF0000001271;2026-02-02;9700;;9700;9700;156.7;9856.7;0;0
TPBF.O9;BF0000001362;2026-02-02;11500;;11500;11500;208.93;11708.93;0;0
TPBJ.O10;BJ0000002663;2026-02-02;10000;;10000;10000;124.68;10124.68;0;0
TPBJ.O3;BJ0000001418;2026-02-02;10000;;10000;10000;286.71;10286.71;0;0
TPBJ.O4;BJ0000001665;2026-02-02;10000;;10000;10000;509.32;10509.32;0;0
TPBJ.O5;BJ0000001673;2026-02-02;10000;;10000;10000;541.73;10541.73;0;0
TPBJ.O6;BJ0000001764;2026-02-02;10200;;10200;10200;297.74;10497.74;0;0
TPBJ.O7;BJ0000001947;2026-02-02;10000;;10000;10000;509.1;10509.1;0;0
TPBJ.O8;BJ0000001954;2026-02-02;10000;;10000;10000;553.75;10553.75;0;0
TPBJ.O9;BJ0000002655;2026-02-02;10000;;10000;10000;121.64;10121.64;0;0
TPCI.O21;CI0000001822;2026-02-02;10000;;10000;10000;493.15;10493.15;0;0
TPCI.O22;CI0000001889;2026-02-02;10000;;10000;10000;375.01;10375.01;0;0
TPCI.O23;CI0000002119;2026-02-02;10000;;10000;10000;124.47;10124.47;0;0
TPCI.O24;CI0000002317;2026-02-02;9700;;9700;9700;151.54;9851.54;0;0
TPCI.O28;CI0000002648;2026-02-02;9200;;9200;9200;304.11;9504.11;0;0
TPCI.O29;CI0000002663;2026-02-02;9850;;9850;9850;349.45;10199.45;0;0
TPCI.O31;CI0000002952;2026-02-02;10230;;10230;10230;357.6;10587.6;0;0
TPCI.O33;;2026-02-02;2080;;2080;2080;100.96;2180.96;0;0
TPCI.O34;CI0000002911;2026-02-02;4900;;4900;4900;262.19;5162.19;0;0
TPCI.O35;CI0000003059;2026-02-02;10000;;10000;10000;324.52;10324.52;0;0
TPCI.O36;CI0000003117;2026-02-02;10000;;10000;10000;259.93;10259.93;0;0
TPCI.O37;CI0000003174;2026-02-02;2050;;2050;2050;19.07;2069.07;0;0
TPCI.O38;CI0000003133;2026-02-02;2000;;2000;2000;18.9;2018.9;0;0
TPCI.O39;CI0000003125;2026-02-02;2000;;2000;2000;34.03;2034.03;0;0
TPCI.O40;CI0000003380;2026-02-02;2000;;2000;2000;7.25;2007.25;0;0
TPCI.O41;CI0000003422;2026-02-02;10000;;10000;10000;538.68;10538.68;0;0
TPCI.O42;CI0000003430;2026-02-02;10000;;10000;10000;547.97;10547.97;0;0
TPCI.O43;CI0000003588;2026-02-02;10000;;10000;10000;460.68;10460.68;0;0
TPCI.O44;CI0000003596;2026-02-02;9800;;9800;9800;452.88;10252.88;0;0
TPCI.O45;CI0000003471;2026-02-02;4000;;4000;4000;146.83;4146.83;0;0
TPCI.O46;CI0000003497;2026-02-02;6375;;6375;6375;233.37;6608.37;0;0
TPCI.O47;CI0000003489;2026-02-02;4100;;4100;4100;146.83;4246.83;0;0
TPCI.O50;CI0000003737;2026-02-02;6250;;6250;6250;159.62;6409.62;0;0
TPCI.O51;CI0000003836;2026-02-02;4000;;4000;4000;78.18;4078.18;0;0
TPCI.O52;CI0000003919;2026-02-02;6250;;6250;6250;124.26;6374.26;0;0
TPCI.O53;CI0000003901;2026-02-02;4240;;4240;4240;61.65;4301.65;0;0
TPCI.O54;CI0000003844;2026-02-02;6250;;6250;6250;98.0;6348.0;0;0
TPCI.O55;CI0000004057;2026-02-02;4000;;4000;4000;24.79;4024.79;0;0
TPCI.O57;CI0000003968;2026-02-02;3880;;3880;3880;47.04;3927.04;0;0
TPCI.O58;CI0000004172;2026-02-02;6000;;6000;6000;314.63;6314.63;0;0
TPCI.O60;CI0000004313;2026-02-02;10000;;10000;10000;421.1;10421.1;0;0
TPCI.O61;CI0000004321;2026-02-02;10000;;10000;10000;428.36;10428.36;0;0
TPCI.O62;CI0000004479;2026-02-02;6000;;6000;6000;206.89;6206.89;0;0
TPCI.O63;CI0000004487;2026-02-02;7500;;7500;7500;263.08;7763.08;0;0
TPCI.O65;CI0000004834;2026-02-02;7500;;7500;7500;151.54;7651.54;0;0
TPCI.O67;CI0000004925;2026-02-02;10000;;10000;10000;77.59;10077.59;0;0
TPCI.O69;CI0000005096;2026-02-02;9999;;9999;9999;499.38;10498.38;0;0
TPCI.O70;CI0000005179;2026-02-02;10000;;10000;10000;439.52;10439.52;0;0
TPCI.O71;CI0000005310;2026-02-02;10000;;10000;10000;359.12;10359.12;0;0
TPCI.O72;CI0000005385;2026-02-02;7920;;7920;7920;232.81;8152.81;0;0
TPCI.O73;CI0000005393;2026-02-02;8750;;8750;8750;259.15;9009.15;0;0
TPCI.O75;CI0000005641;2026-02-02;10700;;10700;10700;182.66;10882.66;0;0
TPCI.O76;CI0000005658;2026-02-02;10500;;10500;10500;185.89;10685.89;0;0
TPCI.O77;CI0000005674;2026-02-02;10000;;10000;10000;153.14;10153.14;0;0
TPCI.O78;CI0000005880;2026-02-02;10000;;10000;10000;78.95;10078.95;0;0
TPCI.O79;CI0000006235;2026-02-02;10750;;10750;10750;534.04;11284.04;0;0
TPCI.O80;CI0000006383;2026-02-02;9550;;9550;9550;429.04;9979.04;0;0
TPCI.O81;CI0000006680;2026-02-02;10500;;10500;10500;300.66;10800.66;0;0
TPCI.O82;CI0000006698;2026-02-02;9999;;9999;9999;305.75;10304.75;0;0
TPCI.O83;CI0000006904;2026-02-02;10000;;10000;10000;182.66;10182.66;0;0
TPCI.O84;CI0000006912;2026-02-02;10000;;10000;10000;185.75;10185.75;0;0
TPCI.O85;CI0000007142;2026-02-02;10000;;10000;10000;80.82;10080.82;0;0
TPCI.O86;CI0000007159;2026-02-02;10000;;10000;10000;82.19;10082.19;0;0
TPCI.O87;CI0000007357;2026-02-02;9715;;9715;9715;507.56;10222.56;0;0
TPCI.O88;CI0000007365;2026-02-02;10000;;10000;10000;516.16;10516.16;0;0
TPCI.O89;CI0000007696;2026-02-02;12100;;12100;12100;320.05;12420.05;0;0
TPCI.O90;CI0000007704;2026-02-02;10000;;10000;10000;325.48;10325.48;0;0
TPCI.O91;CI0000007878;2026-02-02;10000;;10000;10000;258.63;10258.63;0;0
TPCI.O92;CI0000007886;2026-02-02;10210;;10210;10210;263.01;10473.01;0;0
TPCI.O93;CI0000008397;2026-02-02;9700;;9700;9700;121.23;9821.23;0;0
TPCI.O94;CI0000008405;2026-02-02;10000;;10000;10000;123.29;10123.29;0;0
TPCI.O95;CI0000008868;2026-02-02;10000;;10000;10000;538.27;10538.27;0;0
TPCI.O96;CI0000008876;2026-02-02;10000;;10000;10000;547.4;10547.4;0;0
TPNE.O1;;2026-02-02;9795;;9795;9795;553.84;10348.84;0;0
TPNE.O10;NE0000002417;2026-02-02;10000;;10000;10000;625.64;10625.64;0;0
TPNE.O2;NE0000000940;2026-02-02;10580;;10580;10580;329.45;10909.45;0;0
TPNE.O3;NE0000001088;2026-02-02;4000;;4000;4000;132.49;4132.49;0;0
TPNE.O5;NE0000001492;2026-02-02;10750;;10750;10750;411.12;11161.12;0;0
TPNE.O6;NE0000001625;2026-02-02;9000;;9000;9000;75.82;9075.82;0;0
TPNE.O7;NE0000001914;2026-02-02;7500;;7500;7500;287.67;7787.67;0;0
TPNE.O8;NE0000002326;2026-02-02;10200;;10200;10200;47.01;10247.01;0;0
TPTG.O2;TG0000001890;2026-02-02;10000;;10000;10000;128.22;10128.22;0;0
TPTG.O3;TG0000003235;2026-02-02;9725;;9725;9725;588.45;10313.45;0;0
TPTG.O4;TG0000003243;2026-02-02;10000;;10000;10000;602.14;10602.14;0;0
BABS.O1;SN0000003484;2026-02-03;10750;;10750;10750;178.62;10928.62;0;0
BIDC.O4;TG0000000934;2026-02-03;2500;;2500;2500;96.93;2596.93;0;0
BIDC.O5;TG0000001304;2026-02-03;11550;;11550;11550;38.9;11588.9;0;0
BIDC.O6;TG0000001585;2026-02-03;5370;;5370;5370;68.56;5438.56;0;0
BIDC.O7;TG0000001833;2026-02-03;7000;;7000;7000;63.36;7063.36;0;0
BIDC.O8;TG0000003011;2026-02-03;10000;10000;10000;10000;8.9;10008.9;30;300000
CRRH.O10;TG0000002070;2026-02-03;10000;;10000;10000;305.0;10305.0;0;0
CRRH.O11;TG0000003326;2026-02-03;10000;;10000;10000;100.27;10100.27;0;0
CRRH.O6;TG0000000801;2026-02-03;10000;;10000;10000;50.1;10050.1;0;0
CRRH.O7;TG0000000991;2026-02-03;3333;;3333;3333;42.73;3375.73;0;0
CRRH.O8;TG0000001213;2026-02-03;4000;;4000;4000;29.97;4029.97;0;0
CRRH.O9;TG0000001221;2026-02-03;5333;;5333;5333;39.0;5372.0;0;0
ECOC.O1;CI0000008439;2026-02-03;10000;;10000;10000;572.43;10572.43;0;0
EOM.O10;ML0000002120;2026-02-03;10000;;10000;10000;95.12;10095.12;0;0
EOM.O11;ML0000002369;2026-02-03;10000;;10000;10000;104.75;10104.75;0;0
EOM.O12;ML0000002542;2026-02-03;10000;;10000;10000;338.36;10338.36;0;0
EOM.O13;ML0000002930;2026-02-03;10000;;10000;10000;541.37;10541.37;0;0
EOM.O14;ML0000003193;2026-02-03;10000;;10000;10000;152.88;10152.88;0;0
EOM.O15;ML0000003318;2026-02-03;10000;;10000;10000;183.04;10183.04;0;0
EOM.O16;ML0000003326;2026-02-03;10000;;10000;10000;177.45;10177.45;0;0
EOM.O17;ML0000003573;2026-02-03;10000;;10000;10000;559.89;10559.89;0;0
EOM.O18;ML0000003581;2026-02-03;10000;;10000;10000;542.79;10542.79;0;0
EOM.O19;ML0000003870;2026-02-03;10000;;10000;10000;308.66;10308.66;0;0
EOM.O20;ML0000003888;2026-02-03;10000;;10000;10000;299.23;10299.23;0;0
EOM.O4;ML0000001197;2026-02-03;4300;;4300;4300;146.74;4446.74;0;0
