code;isin;date;coursPrecedent;coursJour;coursReference;cleanPrice;couponCouru;dirtyPrice;volume;valeurTransigee
TPCI.O96;CI0000008876;2026-05-11;10000;;10000;10000;108.49;10108.49;0;0
TPCI.O97;CI0000009437;2026-05-11;10000;;10000;10000;450.99;10450.99;0;0
TPCI.O98;CI0000009445;2026-05-11;10000;;10000;10000;458.63;10458.63;0;0
TPCI.O99;CI0000002164;2026-05-11;10000;;10000;10000;220.93;10220.93;0;0
TPNE.O10;NE0000002417;2026-05-11;10000;;10000;10000;142.85;10142.85;0;0
TPNE.O2;NE0000000940;2026-05-11;9900;;9900;9900;503.97;10403.97;0;0
TPNE.O3;NE0000001088;2026-05-11;3892;;3892;3892;202.3;4094.3;0;0
TPNE.O4;NE0000001344;2026-05-11;7500;;7500;7500;336.58;7836.58;0;0
TPNE.O5;NE0000001492;2026-05-11;11550;;11550;11550;576.25;12126.25;0;0
TPNE.O6;NE0000001625;2026-05-11;8955;;8955;8955;224.43;9179.43;0;0
TPNE.O7;NE0000001914;2026-05-11;7500;;7500;7500;413.53;7913.53;0;0
TPNE.O8;NE0000002326;2026-05-11;9800;;9800;9800;224.22;10024.22;0;0
TPTG.O2;TG0000001890;2026-05-11;9990;;9990;9990;289.32;10279.32;0;0
TPTG.O3;TG0000003235;2026-05-11;10000;;10000;10000;116.63;10116.63;0;0
TPTG.O4;TG0000003243;2026-05-11;9900;;9900;9900;119.34;10019.34;0;0
TPTG.O5;TG0000003458;2026-05-11;10000;;10000;10000;179.86;10179.86;0;0
TPTG.O6;TG0000003466;2026-05-11;10000;;10000;10000;185.4;10185.4;0;0
BABS.O1;SN0000003484;2026-05-12;10000;;10000;10000;31.52;10031.52;0;0
BIDC.O4;TG0000000934;2026-05-12;2500;;2500;2500;137.88;2637.88;0;0
BIDC.O5;TG0000001304;2026-05-12;11500;;11500;11500;212.15;11712.15;0;0
BIDC.O6;TG0000001585;2026-05-12;5370;;5370;5370;155.82;5525.82;0;0
BIDC.O7;TG0000001833;2026-05-12;7000;;7000;7000;174.25;7174.25;0;0
BIDC.O8;TG0000003011;2026-05-12;10000;10000;10000;10000;183.43;10183.43;15;150000
CRRH.O10;TG0000002070;2026-05-12;10000;;10000;10000;165.14;10165.14;0;0
CRRH.O11;TG0000003326;2026-05-12;10000;;10000;10000;261.37;10261.37;0;0
CRRH.O6;TG0000000801;2026-05-12;10000;;10000;10000;208.47;10208.47;0;0
CRRH.O7;TG0000000991;2026-05-12;3333;;3333;3333;96.43;3429.43;0;0
CRRH.O8;TG0000001213;2026-05-12;4125;;4125;4125;96.71;4221.71;0;0
CRRH.O9;TG0000001221;2026-05-12;5333;;5333;5333;125.88;5458.88;0;0
ECOC.O1;CI0000008439;2026-05-12;10000;;10000;10000;106.46;10106.46;0;0
EOM.O10;ML0000002120;2026-05-12;10000;;10000;10000;261.59;10261.59;0;0
EOM.O11;ML0000002369;2026-05-12;10000;;10000;10000;61.37;10061.37;0;0
EOM.O12;ML0000002542;2026-05-12;9800;;9800;9800;512.88;10312.88;0;0
EOM.O13;ML0000002930;2026-05-12;10000;;10000;10000;65.89;10065.89;0;0
EOM.O14;ML0000003193;2026-05-12;10000;;10000;10000;233.42;10233.42;0;0
EOM.O15;ML0000003318;2026-05-12;10000;;10000;10000;358.9;10358.9;0;0
EOM.O16;ML0000003326;2026-05-12;10000;;10000;10000;347.95;10347.95;0;0
EOM.O17;ML0000003573;2026-05-12;10000;;10000;10000;80.75;10080.75;0;0
EOM.O18;ML0000003581;2026-05-12;10000;;10000;10000;78.29;10078.29;0;0
EOM.O19;ML0000003870;2026-05-12;10000;;10000;10000;484.52;10484.52;0;0
EOM.O20;ML0000003888;2026-05-12;10000;;10000;10000;469.73;10469.73;0;0
EOM.O21;ML0000004233;2026-05-12;10000;;10000;10000;120.23;10120.23;0;0
EOM.O22;ML0000004241;2026-05-12;10000;;10000;10000;116.56;10116.56;0;0
EOM.O4;ML0000001197;2026-05-12;4620;;4620;4620;216.55;4836.55;0;0
EOM.O6;ML0000001544;2026-05-12;4000;;4000;4000;115.71;4115.71;0;0
EOM.O8;ML0000001932;2026-05-12;10000;;10000;10000;419.56;10419.56;0;0
EOM.O9;ML0000002112;2026-05-12;9795;;9795;9795;265.81;10060.81;0;0
EOS.O10;SN0000002403;2026-05-12;10000;;10000;10000;73.53;10073.53;0;0
EOS.O11;SN0000002411;2026-05-12;10000;;10000;10000;75.92;10075.92;0;0
EOS.O12;SN0000002726;2026-05-12;9700;;9700;9700;147.8;9847.8;0;0
EOS.O13;SN0000002734;2026-05-12;9999;;9999;9999;151.41;10150.41;0;0
EOS.O14;SN0000002742;2026-05-12;10000;;10000;10000;156.22;10156.22;0;0
EOS.O15;SN0000002916;2026-05-12;10000;;10000;10000;158.84;10158.84;0;0
EOS.O16;SN0000002924;2026-05-12;10000;;10000;10000;163.92;10163.92;0;0
EOS.O17;SN0000002932;2026-05-12;10000;;10000;10000;169.01;10169.01;0;0
EOS.O18;SN0000003922;2026-05-12;9950;;9950;9950;45.46;9995.46;0;0
EOS.O19;SN0000003930;2026-05-12;10000;;10000;10000;46.89;10046.89;0;0
EOS.O20;SN0000003948;2026-05-12;9700;;9700;9700;47.95;9747.95;0;0
EOS.O21;SN0000003955;2026-05-12;9950;;9950;9950;49.37;9999.37;0;0
EOS.O22;SN0000004037;2026-05-12;10000;;10000;10000;43.84;10043.84;0;0
EOS.O23;SN0000004045;2026-05-12;10000;;10000;10000;45.2;10045.2;0;0
EOS.O24;SN0000004052;2026-05-12;10000;;10000;10000;46.23;10046.23;0;0
EOS.O25;SN0000004060;2026-05-12;9500;;9500;9500;47.6;9547.6;0;0
EOS.O26;SN0000004268;2026-05-12;9950;;9950;9950;213.92;10163.92;0;0
EOS.O27;SN0000004276;2026-05-12;9800;;9800;9800;220.61;10020.61;0;0
EOS.O28;SN0000004284;2026-05-12;9800;;9800;9800;225.62;10025.62;0;0
EOS.O29;SN0000004292;2026-05-12;10000;;10000;10000;232.31;10232.31;0;0
EOS.O8;SN0000002239;2026-05-12;10000;;10000;10000;183.49;10183.49;0;0
EOS.O9;SN0000002395;2026-05-12;9800;;9800;9800;71.74;9871.74;0;0
FBOAD.O1;TG0000002237;2026-05-12;4554;;4554;4554;40.74;4594.74;0;0
FCAGS.O1;SN0000004243;2026-05-12;9286;;9286;9286;22.77;9308.77;0;0
FCAGS.O2;SN0000004250;2026-05-12;9286;;9286;9286;25.62;9311.62;0;0
FDFINBF.O1;BF0000002857;2026-05-12;7500;;7500;7500;233.9;7733.9;0;0
FEPTC.O1;CI0000007191;2026-05-12;7917;;7917;7917;112.89;8029.89;0;0
FEPTC.O2;CI0000007183;2026-05-12;9688;;9688;9688;143.07;9831.07;0;0
FEPTC.O4;;2026-05-12;10000;;10000;10000;35.98;10035.98;0;0
FNSBB.O1;BJ0000002614;2026-05-12;8800;;8800;8800;241.34;9041.34;0;0
FNSBB.O2;BJ0000002598;2026-05-12;8800;;8800;8800;310.29;9110.29;0;0
FNSBC.O4;TG0000003367;2026-05-12;9565;;9565;9565;262.32;9827.32;0;0
FNSBC.O5;TG0000003375;2026-05-12;9565;;9565;9565;337.27;9902.27;0;0
FSNBBF.O1;BF0000004135;2026-05-12;9500;9500;9500;9500;97.24;9597.24;28;266000
FSNLC.O1;TG0000003425;2026-05-12;10000;10000;10000;10000;404.15;10404.15;600;5700000
FSNLC.O2;TG0000003433;2026-05-12;10000;10000;10000;10000;495.89;10495.89;5000;47500000
FSNTS.O1;SN0000002965;2026-05-12;10000;;10000;10000;187.79;10187.79;0;0
FSNTS.O2;SN0000002973;2026-05-12;9950;;9950;9950;193.66;10143.66;0;0
FTIMC.O1;CI0000004701;2026-05-12;3750;;3750;3750;45.44;3795.44;0;0
NRMC.O1;CI0000008884;2026-05-12;10000;;10000;10000;145.99;10145.99;0;0
ORGT.O2;TG0000001726;2026-05-12;5900;;5900;5900;15.63;5915.63;0;0
PADS.O3;SN0000001454;2026-05-12;3000;;3000;3000;12.44;3012.44;0;0
PTRC.O1;CI0000005948;2026-05-12;12500;;12500;12500;270.95;12770.95;0;0
SCRC.O1;CI0000008637;2026-05-12;10000;;10000;10000;61.35;10061.35;0;0
SNTS.O2;SN0000001371;2026-05-12;3000;;3000;3000;58.25;3058.25;0;0
SUKSN.S2;SN0000000985;2026-05-12;10000;;10000;10000;176.67;10176.67;0;0
SUKTG.S1;TG0000000744;2026-05-12;10300;;10300;10300;172.58;10472.58;0;0
TPBF.O12;BF0000001743;2026-05-12;9990;;9990;9990;84.78;10074.78;0;0
TPBF.O13;BF0000001867;2026-05-12;9600;;9600;9600;226.24;9826.24;0;0
TPBF.O14;BF0000002212;2026-05-12;9799;;9799;9799;123.26;9922.26;0;0
TPBF.O15;BF0000002287;2026-05-12;10000;;10000;10000;309.78;10309.78;0;0
TPBF.O16;BF0000002436;2026-05-12;10000;;10000;10000;202.21;10202.21;0;0
TPBF.O17;BF0000002709;2026-05-12;10000;;10000;10000;51.64;10051.64;0;0
TPBF.O18;BF0000002717;2026-05-12;9950;;9950;9950;53.28;10003.28;0;0
TPBF.O19;BF0000003061;2026-05-12;10000;;10000;10000;10.27;10010.27;0;0
TPBF.O20;BF0000003079;2026-05-12;10000;;10000;10000;10.68;10010.68;0;0
TPBF.O21;BF0000003350;2026-05-12;10000;;10000;10000;296.27;10296.27;0;0
TPBF.O22;BF0000003368;2026-05-12;10000;;10000;10000;309.94;10309.94;0;0
TPBF.O23;BF0000004127;2026-05-12;10300;;10300;10300;32.46;10332.46;0;0
TPBF.O24;BF0000004143;2026-05-12;9995;;9995;9995;33.44;10028.44;0;0
TPBF.O25;BF0000004150;2026-05-12;10000;;10000;10000;34.43;10034.43;0;0
TPBF.O4;BF0000000745;2026-05-12;10340;;10340;10340;179.86;10519.86;0;0
TPBF.O8;BF0000001271;2026-05-12;9650;9650;9650;9650;10.68;9660.68;3;28950
TPBF.O9;BF0000001362;2026-05-12;11499;;11499;11499;60.38;11559.38;0;0
TPBJ.O10;BJ0000002663;2026-05-12;10000;;10000;10000;291.49;10291.49;0;0
TPBJ.O3;BJ0000001418;2026-05-12;9900;;9900;9900;463.01;10363.01;0;0
TPBJ.O4;BJ0000001665;2026-05-12;10000;;10000;10000;108.49;10108.49;0;0
TPBJ.O5;BJ0000001673;2026-05-12;10000;;10000;10000;115.4;10115.4;0;0
TPBJ.O6;BJ0000001764;2026-05-12;10000;;10000;10000;453.7;10453.7;0;0
TPBJ.O7;BJ0000001947;2026-05-12;10000;;10000;10000;93.7;10093.7;0;0
TPBJ.O8;BJ0000001954;2026-05-12;10000;;10000;10000;101.92;10101.92;0;0
TPBJ.O9;BJ0000002655;2026-05-12;9980;;9980;9980;284.38;10264.38;0;0
TPCI.O100;CI0000002172;2026-05-12;10000;;10000;10000;232.4;10232.4;0;0
TPCI.O21;CI0000001822;2026-05-12;10000;;10000;10000;55.89;10055.89;0;0
TPCI.O22;CI0000001889;2026-05-12;10000;;10000;10000;535.04;10535.04;0;0
TPCI.O23;CI0000002119;2026-05-12;10000;;10000;10000;284.49;10284.49;0;0
TPCI.O24;CI0000002317;2026-05-12;9700;;9700;9700;71.72;9771.72;0;0
TPCI.O28;CI0000002648;2026-05-12;9200;;9200;9200;466.85;9666.85;0;0
TPCI.O29;CI0000002663;2026-05-12;10000;;10000;10000;675.82;10675.82;0;0
TPCI.O31;CI0000002952;2026-05-12;10230;;10230;10230;513.56;10743.56;0;0
TPCI.O34;CI0000002911;2026-05-12;3675;;3675;3675;32.67;3707.67;0;0
TPCI.O35;CI0000003059;2026-05-12;10000;;10000;10000;480.48;10480.48;0;0
TPCI.O36;CI0000003117;2026-05-12;10000;;10000;10000;415.89;10415.89;0;0
TPCI.O37;CI0000003174;2026-05-12;2011;;2011;2011;50.53;2061.53;0;0
TPCI.O38;CI0000003133;2026-05-12;1990;;1990;1990;50.1;2040.1;0;0
TPCI.O39;CI0000003125;2026-05-12;2000;;2000;2000;65.22;2065.22;0;0
TPCI.O40;CI0000003380;2026-05-12;2000;;2000;2000;38.44;2038.44;0;0
TPCI.O41;CI0000003422;2026-05-12;10000;;10000;10000;116.0;10116.0;0;0
TPCI.O42;CI0000003430;2026-05-12;10000;;10000;10000;118.0;10118.0;0;0
TPCI.O43;CI0000003588;2026-05-12;10000;;10000;10000;30.71;10030.71;0;0
TPCI.O44;CI0000003596;2026-05-12;9800;;9800;9800;30.19;9830.19;0;0
TPCI.O45;CI0000003471;2026-05-12;4000;;4000;4000;209.75;4209.75;0;0
TPCI.O46;CI0000003497;2026-05-12;6375;;6375;6375;333.39;6708.39;0;0
TPCI.O47;CI0000003489;2026-05-12;4100;;4100;4100;209.75;4309.75;0;0
TPCI.O50;CI0000003737;2026-05-12;6250;;6250;6250;259.64;6509.64;0;0
TPCI.O51;CI0000003836;2026-05-12;4000;;4000;4000;141.11;4141.11;0;0
TPCI.O52;CI0000003919;2026-05-12;6250;;6250;6250;224.28;6474.28;0;0
TPCI.O53;CI0000003901;2026-05-12;4240;;4240;4240;124.58;4364.58;0;0
TPCI.O54;CI0000003844;2026-05-12;6250;;6250;6250;198.01;6448.01;0;0
TPCI.O55;CI0000004057;2026-05-12;4000;;4000;4000;87.72;4087.72;0;0
TPCI.O57;CI0000003968;2026-05-12;3880;;3880;3880;109.96;3989.96;0;0
TPCI.O58;CI0000004172;2026-05-12;4000;;4000;4000;40.68;4040.68;0;0
TPCI.O60;CI0000004313;2026-05-12;10000;;10000;10000;578.41;10578.41;0;0
TPCI.O61;CI0000004321;2026-05-12;10000;;10000;10000;588.38;10588.38;0;0
TPCI.O62;CI0000004479;2026-05-12;6000;;6000;6000;301.28;6301.28;0;0
TPCI.O63;CI0000004487;2026-05-12;7500;;7500;7500;383.1;7883.1;0;0
TPCI.O65;CI0000004834;2026-05-12;7500;;7500;7500;271.56;7771.56;0;0
TPCI.O67;CI0000004925;2026-05-12;10000;;10000;10000;237.62;10237.62;0;0
TPCI.O68;CI0000004974;2026-05-12;10000;;10000;10000;161.64;10161.64;0;0
TPCI.O69;CI0000005096;2026-05-12;9999;;9999;9999;80.34;10079.34;0;0
TPCI.O70;CI0000005179;2026-05-12;10000;;10000;10000;20.48;10020.48;0;0
TPCI.O71;CI0000005310;2026-05-12;10000;;10000;10000;512.37;10512.37;0;0
TPCI.O72;CI0000005385;2026-05-12;7920;;7920;7920;355.41;8275.41;0;0
TPCI.O73;CI0000005393;2026-05-12;8750;;8750;8750;395.61;9145.61;0;0
TPCI.O75;CI0000005641;2026-05-12;10700;;10700;10700;335.9;11035.9;0;0
TPCI.O76;CI0000005658;2026-05-12;10500;;10500;10500;341.85;10841.85;0;0
TPCI.O77;CI0000005674;2026-05-12;10000;;10000;10000;1.62;10001.62;0;0
TPCI.O78;CI0000005880;2026-05-12;10000;;10000;10000;232.19;10232.19;0;0
TPCI.O79;CI0000006235;2026-05-12;8600;;8600;8600;92.0;8692.0;0;0
TPCI.O80;CI0000006383;2026-05-12;9500;;9500;9500;591.78;10091.78;0;0
TPCI.O81;CI0000006680;2026-05-12;10500;;10500;10500;460.68;10960.68;0;0
TPCI.O82;CI0000006698;2026-05-12;10000;10000;10000;10000;468.49;10468.49;1000;10000000
TPCI.O83;CI0000006904;2026-05-12;9900;;9900;9900;342.68;10242.68;0;0
TPCI.O84;CI0000006912;2026-05-12;9999;;9999;9999;348.49;10347.49;0;0
TPCI.O85;CI0000007142;2026-05-12;10000;;10000;10000;240.85;10240.85;0;0
TPCI.O86;CI0000007159;2026-05-12;10000;;10000;10000;244.93;10244.93;0;0
TPCI.O87;CI0000007357;2026-05-12;9715;;9715;9715;77.59;9792.59;0;0
TPCI.O88;CI0000007365;2026-05-12;10000;;10000;10000;78.9;10078.9;0;0
TPCI.O89;CI0000007696;2026-05-12;12100;;12100;12100;480.08;12580.08;0;0
TPCI.O90;CI0000007704;2026-05-12;10000;;10000;10000;488.22;10488.22;0;0
TPCI.O91;CI0000007878;2026-05-12;10000;;10000;10000;418.66;10418.66;0;0
TPCI.O92;CI0000007886;2026-05-12;9900;;9900;9900;425.75;10325.75;0;0
TPCI.O93;CI0000008397;2026-05-12;9700;;9700;9700;281.26;9981.26;0;0
TPCI.O94;CI0000008405;2026-05-12;9800;;9800;9800;286.03;10086.03;0;0
TPCI.O95;CI0000008868;2026-05-12;10000;;10000;10000;108.3;10108.3;0;0
TPCI.O96;CI0000008876;2026-05-12;10000;;10000;10000;110.14;10110.14;0;0
TPCI.O97;CI0000009437;2026-05-12;10000;;10000;10000;452.6;10452.6;0;0
TPCI.O98;CI0000009445;2026-05-12;10000;;10000;10000;460.27;10460.27;0;0
TPCI.O99;CI0000002164;2026-05-12;10000;;10000;10000;222.47;10222.47;0;0
TPNE.O10;NE0000002417;2026-05-12;10000;;10000;10000;144.66;10144.66;0;0
TPNE.O2;NE0000000940;2026-05-12;9900;;9900;9900;505.75;10405.75;0;0
TPNE.O3;NE0000001088;2026-05-12;3892;;3892;3892;203.01;4095.01;0;0
TPNE.O4;NE0000001344;2026-05-12;7500;;7500;7500;337.87;7837.87;0;0
TPNE.O5;NE0000001492;2026-05-12;11550;;11550;11550;577.93;12127.93;0;0
TPNE.O6;NE0000001625;2026-05-12;8955;;8955;8955;225.95;9180.95;0;0
TPNE.O7;NE0000001914;2026-05-12;7500;;7500;7500;414.81;7914.81;0;0
TPNE.O8;NE0000002326;2026-05-12;9800;;9800;9800;226.03;10026.03;0;0
TPTG.O2;TG0000001890;2026-05-12;9990;;9990;9990;290.96;10280.96;0;0
TPTG.O3;TG0000003235;2026-05-12;10000;;10000;10000;118.4;10118.4;0;0
TPTG.O4;TG0000003243;2026-05-12;9900;;9900;9900;121.15;10021.15;0;0
TPTG.O5;TG0000003458;2026-05-12;10000;;10000;10000;181.64;10181.64;0;0
TPTG.O6;TG0000003466;2026-05-12;10000;;10000;10000;187.23;10187.23;0;0
BABS.O1;SN0000003484;2026-05-13;10000;;10000;10000;33.27;10033.27;0;0
BIDC.O4;TG0000000934;2026-05-13;2500;;2500;2500;138.29;2638.29;0;0
BIDC.O5;TG0000001304;2026-05-13;11500;;11500;11500;213.92;11713.92;0;0
BIDC.O6;TG0000001585;2026-05-13;5370;;5370;5370;156.71;5526.71;0;0
BIDC.O7;TG0000001833;2026-05-13;7000;;7000;7000;175.38;7175.38;0;0
BIDC.O8;TG0000003011;2026-05-13;10000;;10000;10000;185.21;10185.21;0;0
CRRH.O10;TG0000002070;2026-05-13;10000;;10000;10000;166.82;10166.82;0;0
CRRH.O11;TG0000003326;2026-05-13;10000;;10000;10000;263.02;10263.02;0;0
CRRH.O6;TG0000000801;2026-05-13;10000;;10000;10000;210.08;10210.08;0;0
CRRH.O7;TG0000000991;2026-05-13;3333;;3333;3333;96.98;3429.98;0;0
CRRH.O8;TG0000001213;2026-05-13;4125;;4125;4125;97.4;4222.4;0;0
CRRH.O9;TG0000001221;2026-05-13;5333;;5333;5333;126.76;5459.76;0;0
ECOC.O1;CI0000008439;2026-05-13;10000;;10000;10000;108.2;10108.2;0;0
EOM.O10;ML0000002120;2026-05-13;10000;;10000;10000;263.29;10263.29;0;0
EOM.O11;ML0000002369;2026-05-13;10000;;10000;10000;63.12;10063.12;0;0
EOM.O12;ML0000002542;2026-05-13;9800;;9800;9800;514.66;10314.66;0;0
EOM.O13;ML0000002930;2026-05-13;10000;;10000;10000;67.67;10067.67;0;0
EOM.O14;ML0000003193;2026-05-13;10000;;10000;10000;234.25;10234.25;0;0
EOM.O15;ML0000003318;2026-05-13;10000;;10000;10000;360.7;10360.7;0;0
EOM.O16;ML0000003326;2026-05-13;10000;;10000;10000;349.68;10349.68;0;0
EOM.O17;ML0000003573;2026-05-13;10000;;10000;10000;82.55;10082.55;0;0
EOM.O18;ML0000003581;2026-05-13;10000;;10000;10000;80.03;10080.03;0;0
EOM.O19;ML0000003870;2026-05-13;10000;;10000;10000;486.32;10486.32;0;0
EOM.O20;ML0000003888;2026-05-13;10000;;10000;10000;471.47;10471.47;0;0
EOM.O21;ML0000004233;2026-05-13;10000;;10000;10000;122.03;10122.03;0;0
EOM.O22;ML0000004241;2026-05-13;10000;;10000;10000;118.3;10118.3;0;0
EOM.O4;ML0000001197;2026-05-13;4620;;4620;4620;217.26;4837.26;0;0
EOM.O6;ML0000001544;2026-05-13;4000;;4000;4000;116.43;4116.43;0;0
EOM.O8;ML0000001932;2026-05-13;10000;;10000;10000;421.26;10421.26;0;0
EOM.O9;ML0000002112;2026-05-13;9795;;9795;9795;267.53;10062.53;0;0
EOS.O10;SN0000002403;2026-05-13;10000;;10000;10000;75.2;10075.2;0;0
EOS.O11;SN0000002411;2026-05-13;10000;;10000;10000;77.65;10077.65;0;0
EOS.O12;SN0000002726;2026-05-13;9700;;9700;9700;149.5;9849.5;0;0
EOS.O13;SN0000002734;2026-05-13;9999;;9999;9999;153.15;10152.15;0;0
EOS.O14;SN0000002742;2026-05-13;10000;;10000;10000;158.01;10158.01;0;0
EOS.O15;SN0000002916;2026-05-13;10000;;10000;10000;160.57;10160.57;0;0
EOS.O16;SN0000002924;2026-05-13;10000;;10000;10000;165.7;10165.7;0;0
EOS.O17;SN0000002932;2026-05-13;10000;;10000;10000;170.84;10170.84;0;0
EOS.O18;SN0000003922;2026-05-13;9950;;9950;9950;47.21;9997.21;0;0
EOS.O19;SN0000003930;2026-05-13;10000;;10000;10000;48.69;10048.69;0;0
EOS.O20;SN0000003948;2026-05-13;9700;;9700;9700;49.8;9749.8;0;0
EOS.O21;SN0000003955;2026-05-13;9950;;9950;9950;51.27;10001.27;0;0
EOS.O22;SN0000004037;2026-05-13;10000;;10000;10000;45.59;10045.59;0;0
EOS.O23;SN0000004045;2026-05-13;10000;;10000;10000;47.01;10047.01;0;0
EOS.O24;SN0000004052;2026-05-13;10000;9800;9800;9800;48.08;9848.08;32558;319068400
EOS.O25;SN0000004060;2026-05-13;9500;;9500;9500;49.51;9549.51;0;0
EOS.O26;SN0000004268;2026-05-13;9950;;9950;9950;215.69;10165.69;0;0
EOS.O27;SN0000004276;2026-05-13;9800;9900;9900;9900;222.43;10122.43;10000;99000000
EOS.O28;SN0000004284;2026-05-13;9800;;9800;9800;227.49;10027.49;0;0
EOS.O29;SN0000004292;2026-05-13;10000;;10000;10000;234.23;10234.23;0;0
EOS.O8;SN0000002239;2026-05-13;10000;;10000;10000;185.27;10185.27;0;0
EOS.O9;SN0000002395;2026-05-13;9800;;9800;9800;73.37;9873.37;0;0
FBOAD.O1;TG0000002237;2026-05-13;4554;;4554;4554;41.51;4595.51;0;0
FCAGS.O1;SN0000004243;2026-05-13;9286;;9286;9286;24.67;9310.67;0;0
FCAGS.O2;SN0000004250;2026-05-13;9286;;9286;9286;27.75;9313.75;0;0
FDFINBF.O1;BF0000002857;2026-05-13;7500;;7500;7500;235.26;7735.26;0;0
FDFINBF.O2;BF0000003574;2026-05-13;9999;;9999;9999;186.03;10185.03;0;0
FEPTC.O1;CI0000007191;2026-05-13;7917;;7917;7917;114.41;8031.41;0;0
FEPTC.O2;CI0000007183;2026-05-13;9688;;9688;9688;145.0;9833.0;0;0
FEPTC.O4;;2026-05-13;10000;;10000;10000;37.97;10037.97;0;0
FNSBB.O1;BJ0000002614;2026-05-13;8800;;8800;8800;243.03;9043.03;0;0
FNSBB.O2;BJ0000002598;2026-05-13;8800;;8800;8800;312.46;9112.46;0;0
FNSBC.O4;TG0000003367;2026-05-13;9565;;9565;9565;264.15;9829.15;0;0
FNSBC.O5;TG0000003375;2026-05-13;9565;;9565;9565;339.63;9904.63;0;0
FSNBBF.O1;BF0000004135;2026-05-13;9500;;9500;9500;99.31;9599.31;0;0
FSNLC.O1;TG0000003425;2026-05-13;9500;9500;9500;9500;2.12;9502.12;2100;19950000
FSNLC.O2;TG0000003433;2026-05-13;9500;;9500;9500;2.6;9502.6;0;0
FSNTS.O1;SN0000002965;2026-05-13;10000;;10000;10000;189.45;10189.45;0;0
FSNTS.O2;SN0000002973;2026-05-13;9950;;9950;9950;195.37;10145.37;0;0
FTIMC.O1;CI0000004701;2026-05-13;3750;;3750;3750;46.14;3796.14;0;0
NRMC.O1;CI0000008884;2026-05-13;10000;;10000;10000;147.94;10147.94;0;0
ORGT.O2;TG0000001726;2026-05-13;5900;;5900;5900;16.61;5916.61;0;0
PADS.O3;SN0000001454;2026-05-13;3000;;3000;3000;12.98;3012.98;0;0
PTRC.O1;CI0000005948;2026-05-13;12500;;12500;12500;272.78;12772.78;0;0
SCRC.O1;CI0000008637;2026-05-13;10000;;10000;10000;63.62;10063.62;0;0
SNTS.O2;SN0000001371;2026-05-13;3000;;3000;3000;58.76;3058.76;0;0
SUKSN.S2;SN0000000985;2026-05-13;10000;;10000;10000;178.33;10178.33;0;0
SUKTG.S1;TG0000000744;2026-05-13;10300;;10300;10300;174.63;10474.63;0;0
TPBF.O12;BF0000001743;2026-05-13;9990;;9990;9990;86.55;10076.55;0;0
TPBF.O13;BF0000001867;2026-05-13;9600;;9600;9600;228.04;9828.04;0;0
TPBF.O14;BF0000002212;2026-05-13;9799;;9799;9799;124.97;9923.97;0;0
TPBF.O15;BF0000002287;2026-05-13;10000;;10000;10000;311.52;10311.52;0;0
TPBF.O16;BF0000002436;2026-05-13;10000;;10000;10000;203.87;10203.87;0;0
TPBF.O17;BF0000002709;2026-05-13;10000;;10000;10000;53.36;10053.36;0;0
TPBF.O18;BF0000002717;2026-05-13;9950;;9950;9950;55.05;10005.05;0;0
TPBF.O19;BF0000003061;2026-05-13;10000;;10000;10000;11.98;10011.98;0;0
TPBF.O20;BF0000003079;2026-05-13;10000;;10000;10000;12.46;10012.46;0;0
TPBF.O21;BF0000003350;2026-05-13;10000;;10000;10000;298.07;10298.07;0;0
TPBF.O22;BF0000003368;2026-05-13;10000;;10000;10000;311.82;10311.82;0;0
TPBF.O23;BF0000004127;2026-05-13;10300;;10300;10300;34.26;10334.26;0;0
TPBF.O24;BF0000004143;2026-05-13;9995;;9995;9995;35.3;10030.3;0;0
TPBF.O25;BF0000004150;2026-05-13;10000;10000;10000;10000;36.34;10036.34;5;50000
TPBF.O4;BF0000000745;2026-05-13;10340;;10340;10340;181.64;10521.64;0;0
TPBF.O8;BF0000001271;2026-05-13;9650;;9650;9650;12.47;9662.47;0;0
TPBF.O9;BF0000001362;2026-05-13;11499;;11499;11499;62.16;11561.16;0;0
TPBJ.O10;BJ0000002663;2026-05-13;10000;;10000;10000;293.18;10293.18;0;0
TPBJ.O3;BJ0000001418;2026-05-13;9900;;9900;9900;464.79;10364.79;0;0
TPBJ.O4;BJ0000001665;2026-05-13;10000;;10000;10000;110.0;10110.0;0;0
TPBJ.O5;BJ0000001673;2026-05-13;10000;;10000;10000;117.0;10117.0;0;0
TPBJ.O6;BJ0000001764;2026-05-13;10000;;10000;10000;455.27;10455.27;0;0
TPBJ.O7;BJ0000001947;2026-05-13;10000;;10000;10000;95.26;10095.26;0;0
TPBJ.O8;BJ0000001954;2026-05-13;10000;;10000;10000;103.62;10103.62;0;0
TPBJ.O9;BJ0000002655;2026-05-13;9980;;9980;9980;286.03;10266.03;0;0
TPCI.O100;CI0000002172;2026-05-13;10000;;10000;10000;234.0;10234.0;0;0
TPCI.O21;CI0000001822;2026-05-13;10000;;10000;10000;57.53;10057.53;0;0
TPCI.O22;CI0000001889;2026-05-13;10000;;10000;10000;536.66;10536.66;0;0
TPCI.O23;CI0000002119;2026-05-13;10000;;10000;10000;286.11;10286.11;0;0
TPCI.O24;CI0000002317;2026-05-13;9700;;9700;9700;73.43;9773.43;0;0
TPCI.O28;CI0000002648;2026-05-13;9200;;9200;9200;468.49;9668.49;0;0
TPCI.O29;CI0000002663;2026-05-13;10000;;10000;10000;679.12;10679.12;0;0
