ticker;date;type;titre;source;url;resume
sgbc;26/04/2026;presse;Société Générale CI : Vers un tournant décisif pour la rémunération des actionnaires ?;sikafinance;https://www.sikafinance.com/marches/societe-generale-ci-vers-un-tournant-decisif-pour-la-remuneration-des-actionnaires-_61192;ke,ke
