source;transaction;type_bien;titre;prix_fcfa;surface_m2;prix_m2_fcfa;chambres;quartier;sous_quartier;standing;url;scraped_at
coinafrique;location;villa;Location villa duplex 4 pièces -  Abatta, Cité Oribat Don Mello 2;700000;500;1400;4;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-abatta-cite-oribat-don-mello-2-5856840;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 500 m2 Riviera Abatta;120000000;500;240000;;Marcory;;;https://ci.coinafrique.com/annonce/terrains/terrain-500-m2-riviera-abatta-5856634;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa 5 pièces - cocody centre;1900000;600;3167;5;Cocody;Cocody Centre;;https://ci.coinafrique.com/annonce/villas/location-villa-5-pieces-cocody-centre-5875151;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 3 pièces - Cocody 7ème tranche;600000;;;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartements-3-pieces-cocody-7eme-tranche-5858204;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 4 pièces - Cocody rivera golf;750000;;;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cocody-rivera-golf-5858197;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4 pièces bon standing avec ascenseur à Faya centre;450000;200;2250;4;Cocody;Faya;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-bon-standing-avec-ascenseur-a-faya-centre-5853432;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex de haut standing 6 pièces + piscine - Cocody Riviera m'badon;3800000;400;9500;6;Cocody;Riviera M'Badon;haut;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-de-haut-standing-6-pieces-piscine-cocody-riviera-mbadon-5864440;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4pièces  - Cocody angre 8eme tranche cité;1000000;155;6452;4;Cocody;Angre;;https://ci.coinafrique.com/annonce/appartements-meubles/location-appartement-4pieces-cocody-angre-8eme-tranche-cite-5867687;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4pièces à Cocody 2plateaux les valons au 2ème étage avec piscine commune salle de sport;1500000;180;8333;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4pieces-a-cocody-2plateaux-les-valons-au-2eme-etage-avec-piscine-commune-salle-de-sport-5871777;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa  triplex 14pièces - Rivièra;4000000;2000;2000;14;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-triplex-14pieces-riviera-5873345;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces à Angré 8e tranche;600000;;;3;Cocody;Angré;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-angre-8e-tranche-5869285;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 04 pièces - cocody golf beach;1000000;;;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartements-04-pieces-cocody-golf-beach-5871761;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 8 pièces avec piscine - Riviera 4  M’Badon;2700000;;;8;Riviera;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-avec-piscine-riviera-4-mbadon-5865896;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa  duplex 7pièces - Faya cité artci;1800000;400;4500;7;Cocody;Faya;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-7pieces-faya-cite-artci-5885647;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain bail à Cocody Riviera golf 4 en bordure;30000000;1150;26087;;Cocody;Riviera Golf;;https://ci.coinafrique.com/annonce/terrains/terrain-bail-a-cocody-riviera-golf-4-en-bordure-5864422;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrains 875 m²  - grand-bassam;70000000;875;80000;;Grand-Bassam;;;https://ci.coinafrique.com/annonce/terrains/terrains-875-m-grand-bassam-5853561;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 11 pièces à  la Rivièra golf;4000000;1900;2105;11;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-11-pieces-a-la-riviera-golf-5853429;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4pièces - 2 plateaux vallon;1500000;;;4;Cocody;2 Plateaux;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4pieces-2-plateaux-vallon-5870714;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex F5 Riviera 4 synaccaci 2;2000000;;;;Riviera;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-f5-riviera-4-synaccaci-2-5856803;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3pièces - Cocody Angré;270000;;;3;Cocody;Angré;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3pieces-cocody-angre-5870697;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 3 pièces - Cocody 8em tranche  avec parking;250000;;;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartements-3-pieces-cocody-8em-tranche-avec-parking-5855071;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 7 pièces  - Angré;1500000;;;7;Cocody;Angré;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-7-pieces-angre-5878696;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location  villa duplex  6 pièces  -  Cocody;3000000;1000;3000;6;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-cocody-5876949;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrains 400 m²  - angré;20000000;400;50000;;;;;https://ci.coinafrique.com/annonce/terrains/terrains-400-m-angre-5887575;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas - Cocody palmeraie sipim4;450000;;;;Cocody;Palmeraie;;https://ci.coinafrique.com/annonce/villas/location-villas-cocody-palmeraie-sipim4-5856798;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement - Abidjan cocody;650000;200;3250;;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-abidjan-cocody-5876943;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex de 6 pièces  à la Riviera 3;1500000;400;3750;6;Riviera;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-de-6-pieces-a-la-riviera-3-5878695;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain à Bingerville vers le boulevard;25000000;300;83333;;Bingerville;;;https://ci.coinafrique.com/annonce/terrains/terrain-a-bingerville-vers-le-boulevard-5869279;2026-05-02T00:31:18+00:00
coinafrique;location;studio;Location studio -Angré 9e tranche;150000;40;3750;;Cocody;Angré;;https://ci.coinafrique.com/annonce/appartements/location-studio-angre-9e-tranche-5870708;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain -  Abidjan;800000000;1000;800000;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-abidjan-5861052;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa  duplex 4 pièces -  Abidjan cocody;1000000;400;2500;4;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-abidjan-cocody-5861057;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 6 pièces à Cocody angre château;90000000;200;450000;6;Cocody;Angre;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-a-cocody-angre-chateau-5867664;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces à cocody 2plateaux adjin au 4eme étage avec ascenseur piscine commune spide chauf eau déjà installé piscine commune louer sans les meubles;500000;85;5882;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-cocody-2plateaux-adjin-au-4eme-etage-avec-ascenseur-piscine-commune-spide-chauf-eau-deja-installe-piscine-commune-louer-sans-les-meubles-5875120;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain avec ACD individuel à Songon Abgan bitte;180000000;600;300000;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-avec-acd-individuel-a-songon-abgan-bitte-5872890;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas 3 pièces - cocody;600000;129;4651;3;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villas-3-pieces-cocody-5819817;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa avec jardin 8 pièces à la Riviera faya;1200000;800;1500;8;Cocody;Riviera Faya;;https://ci.coinafrique.com/annonce/villas/location-villa-avec-jardin-8-pieces-a-la-riviera-faya-5889019;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4 pièces - Ablo commune de grand bassam;350000;160;2188;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ablo-commune-de-grand-bassam-5865064;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 8 pièces + piscine à cocody-angré;1800000;700;2571;8;Cocody;Angré;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-piscine-a-cocody-angre-5890665;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces à zone Laurier 15;250000;180;1389;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-zone-laurier-15-5848039;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement  3 pièces -  Abidjan cocody 9ème tranche;650000;150;4333;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-abidjan-cocody-9eme-tranche-5876934;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4 pièces  à la 7ème tranche;1200000;200;6000;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-la-7eme-tranche-5862598;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location  appartement - Abidjan cocody 9ème tranche;750000;200;3750;;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-abidjan-cocody-9eme-tranche-5876936;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 600m² - Cocody angré;65000000;600;108333;;Cocody;Angré;;https://ci.coinafrique.com/annonce/terrains/terrain-600m-cocody-angre-5861045;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 400m²  à Guilg commune de Treichville;250000000;400;625000;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-400m-a-guilg-commune-de-treichville-5869257;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 5 pièces - Cocody riviera 4 synacassci 2;1800000;300;6000;5;Cocody;Riviera 4;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-cocody-riviera-4-synacassci-2-5878680;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa 22 pièces Abidjan Cocody vallon;4000000;1100;3636;22;Cocody;Vallon;;https://ci.coinafrique.com/annonce/villas/location-villa-22-pieces-abidjan-cocody-vallon-5862595;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa  triplex  5pièces  - Cocody djorgobité 1;800000;300;2667;5;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-triplex-5pieces-cocody-djorgobite-1-5882497;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 600 m2 + ACD à Cocody-angré château;65000000;600;108333;;Cocody;Angré;;https://ci.coinafrique.com/annonce/terrains/terrain-600-m2-acd-a-cocody-angre-chateau-5849390;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 2 pièces  - Cocody-angré 8ème tranche;190000;;;2;Cocody;Angré;;https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-cocody-angre-8eme-tranche-5876927;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 8 pièces  - Riviera 3 synacassi;1500000;;;8;Cocody;Riviera 3;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-riviera-3-synacassi-5846441;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex  à la Riviera 3;2400000;650;3692;;Cocody;Riviera 3;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-a-la-riviera-3-5846438;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location  villa duplex  5 pièces  -2 plateau 7e tranche;1800000;400;4500;5;Cocody;7e Tranche;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-2-plateau-7e-tranche-5846444;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas 4 pièces - Marcory zone 4;1800000;600;3000;4;Marcory;Zone 4;;https://ci.coinafrique.com/annonce/villas/location-villas-4-pieces-marcory-zone-4-5869251;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 7 pièces - Commune de cocody,  2 plateaux vallons;900000000;800;1125000;7;Cocody;2 Plateaux;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-7-pieces-commune-de-cocody-2-plateaux-vallons-5883957;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex F6 à  M’badon;1500000;400;3750;;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-f6-a-mbadon-5853383;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 7 pièces - Jules vernes;1200000;500;2400;7;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-7-pieces-jules-vernes-5862581;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 5 pièces  - Cocody riviera 4 – cité synacassci 2;2000000;250;8000;5;Cocody;Riviera 4;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-cocody-riviera-4-cite-synacassci-2-5878655;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 2 pièces Angré 9e tranche;200000;60;3333;2;Bingerville;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-angre-9e-tranche-5869253;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain à Abidjan Marcory zone 4;1300000;1361;955;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-a-abidjan-marcory-zone-4-5862562;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain à Abidjan cocody en face universités FHB;1400;800;2;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-a-abidjan-cocody-en-face-universites-fhb-5876914;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex  6 pièces - Riviera;2000000;600;3333;6;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-riviera-5846427;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas 4 pièces - Cocody 8ème tranche cité sécurisé;600000;500;1200;4;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villas-4-pieces-cocody-8eme-tranche-cite-securise-5855048;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 500m2  - Angré  nouveau chu;110000000;500;220000;;;;;https://ci.coinafrique.com/annonce/terrains/terrain-500m2-angre-nouveau-chu-5880145;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas duplex meublée de 6 pièces  - Cocody Riviera m’pouto;3500000;500;7000;6;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villas-duplex-meublee-de-6-pieces-cocody-riviera-mpouto-5865857;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 4 pièces - cocody 8em tranche  star 11;410000;;;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cocody-8em-tranche-star-11-5862564;2026-05-02T00:31:18+00:00
coinafrique;location;maison;Location penthouse  4 pièces en location à Bingerville;400000;150;2667;4;Bingerville;;;https://ci.coinafrique.com/annonce/appartements/location-penthouse-4-pieces-en-location-a-bingerville-5865867;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain clôturé à Bingerville non loin de voie y4;800000000;1000;800000;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-cloture-a-bingerville-non-loin-de-voie-y4-5878643;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain  482 m² à Cocody Riviera Faya Ephrata;110000000;482;228216;;Cocody;Riviera Faya;;https://ci.coinafrique.com/annonce/terrains/terrain-482-m-a-cocody-riviera-faya-ephrata-5853379;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrains 617m²  - Cocody nouveau chut  très bien placé;150000000;617;243112;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrains-617m-cocody-nouveau-chut-tres-bien-place-5855039;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrains 400m2  - jacqueville;6000000;400;15000;;;;;https://ci.coinafrique.com/annonce/terrains/terrains-400m2-jacqueville-5887553;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa basse 5 pièces Riviera jardin/ piscine hors sol;850000;;;5;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-basse-5-pieces-riviera-jardin-piscine-hors-sol-5855026;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas 11 pièces - Cocody 2 Plateau vallon;3000000;;;11;Cocody;Vallon;;https://ci.coinafrique.com/annonce/villas/location-villas-11-pieces-cocody-2-plateau-vallon-5855033;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces à louer à Cocody-riviera faya;300000;;;3;Cocody;Riviera Faya;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-a-louer-a-cocody-riviera-faya-5869239;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 9 pièces + grand jardin à Cocody-angré  cité arcades;2000000;500;4000;9;Cocody;Angré;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-9-pieces-grand-jardin-a-cocody-angre-cite-arcades-5849364;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 1000 m2 Cocody m'badon;375000000;1000;375000;;Cocody;;;https://ci.coinafrique.com/annonce/terrains/terrain-1000-m2-cocody-mbadon-5873254;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa 6 pièces Cocody Riviera 4 M'badon;2000000;350;5714;6;Cocody;Riviera 4;;https://ci.coinafrique.com/annonce/villas/location-villa-6-pieces-cocody-riviera-4-mbadon-5878641;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 4 pièces - Cocody;600000;;;4;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-cocody-5883930;2026-05-02T00:31:18+00:00
coinafrique;location;;Location entrepôt de 1200 m²  à la nouvelle zone industrielle de Yopougon;3500000;1200;2917;;Yopougon;;;https://ci.coinafrique.com/annonce/bureaux-et-commerces/location-entrepot-de-1200-m-a-la-nouvelle-zone-industrielle-de-yopougon-5890623;2026-05-02T00:31:18+00:00
coinafrique;location;;Location entrepôt de 1000 m² - à la nouvelle zone industrielle de Yopougon en face de brasivoire;2500000;1000;2500;;Yopougon;;;https://ci.coinafrique.com/annonce/bureaux-et-commerces/location-entrepot-de-1000-m-a-la-nouvelle-zone-industrielle-de-yopougon-en-face-de-brasivoire-5890619;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa 5 pieces à Cocody Rivera Abatta;700000;350;2000;5;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-5-pieces-a-cocody-rivera-abatta-5859814;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 4 pièces à à Cocody angre nouveau chu zones mis zahui avec piscine individuel;650000;280;2321;4;Cocody;Angre;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-a-a-cocody-angre-nouveau-chu-zones-mis-zahui-avec-piscine-individuel-5865847;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex de 8 pièces à la Rivièra palmeraie cité ecobank;1000000;400;2500;8;Cocody;Palmeraie;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-de-8-pieces-a-la-riviera-palmeraie-cite-ecobank-5887543;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas 6 pièces - Cocody Riviera 4 M'badon;2000000;;;6;Cocody;Riviera 4;;https://ci.coinafrique.com/annonce/villas/location-villas-6-pieces-cocody-riviera-4-mbadon-5867679;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain au 2 Plateaux vallons un terrain de 2000m²;1000000000;2000;500000;;;;;https://ci.coinafrique.com/annonce/terrains/terrain-au-2-plateaux-vallons-un-terrain-de-2000m-5865845;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 84643m2 Abidjan autoroute du nord D'attingue zone industrielle;33000;84643;0;;;;;https://ci.coinafrique.com/annonce/terrains/terrain-84643m2-abidjan-autoroute-du-nord-dattingue-zone-industrielle-5848001;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain  481 m2  - Bingerville-akandjé;55000000;481;114345;;Bingerville;;;https://ci.coinafrique.com/annonce/terrains/terrain-481-m2-bingerville-akandje-5885601;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 6 pièces  haut standing située dans la cité Carmelia,;2000000;;;6;Cocody;;haut;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-haut-standing-situee-dans-la-cite-carmelia-5883924;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa triplex 7 pièces - Riviera abatta;800000;350;2286;7;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-triplex-7-pieces-riviera-abatta-5882473;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex haut standing  Riviera golf beverly hills;2200000;300;7333;;Cocody;Riviera Golf;haut;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-haut-standing-riviera-golf-beverly-hills-5878617;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex Féh Kessé cité oribat;700000;300;2333;;Bingerville;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-feh-kesse-cite-oribat-5869218;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 2 pièces;180000;;;2;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-5865844;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 2 pièces Commune de Cocody Riviera Faya ephrata  ( zone pharmacie ephrata;142000;75;1893;2;Cocody;Riviera Faya;;https://ci.coinafrique.com/annonce/appartements/location-appartement-2-pieces-commune-de-cocody-riviera-faya-ephrata-zone-pharmacie-ephrata-5878623;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain à Cocody Riviera golf;900000;1515;594;;Cocody;Riviera Golf;;https://ci.coinafrique.com/annonce/terrains/terrain-a-cocody-riviera-golf-5876907;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 5 pièces Cocody angre 8ème tranche djibi –  dans une cité;2000000;;;5;Cocody;Angre;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-cocody-angre-8eme-tranche-djibi-dans-une-cite-5883917;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa Abidjan Cocody golf 4;2500000;500;5000;;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-abidjan-cocody-golf-4-5864361;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 6  pièces  Cocody  riviera bonoumin;1200000;400;3000;6;Cocody;Riviera Bonoumin;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-6-pieces-cocody-riviera-bonoumin-5853346;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa basse Marcory Zone4;3000000;500;6000;;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-basse-marcory-zone4-5873231;2026-05-02T00:31:18+00:00
coinafrique;location;;Location  3 pièces et 04 pièces Riviera M'badon;1250000;;;3;Cocody;Riviera M'Badon;;https://ci.coinafrique.com/annonce/appartements/location-3-pieces-et-04-pieces-riviera-mbadon-5885584;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain   lot de 502m² à 311m de l'océan à Mondoukou;25000000;502;49801;;Grand-Bassam;;;https://ci.coinafrique.com/annonce/terrains/terrain-lot-de-502m-a-311m-de-locean-a-mondoukou-5880596;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces Marcory résidentiel;700000;120;5833;3;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-marcory-residentiel-5888554;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 2169 m² - Cocody mermoz;1000000;2169;461;;Cocody;Mermoz;;https://ci.coinafrique.com/annonce/terrains/terrain-2169-m-cocody-mermoz-5865159;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location mini cité de 10 villa triplex à zone Laurier 9;1200000;350;3429;;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-mini-cite-de-10-villa-triplex-a-zone-laurier-9-5889716;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement  4 pièces à Grand Bassam;350000;160;2188;4;Grand-Bassam;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-grand-bassam-5881166;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villas duplex 8 pièces - cocody riviera golf 4 beverlys hills;4200000;730;5753;8;Cocody;Riviera Golf;;https://ci.coinafrique.com/annonce/villas/location-villas-duplex-8-pieces-cocody-riviera-golf-4-beverlys-hills-5886162;2026-05-02T00:31:18+00:00
coinafrique;location;villa;Location villa duplex 8 pieces  à Cocody Rivera 4 cité Sinakassi 1;380000000;365;1041096;8;Cocody;;;https://ci.coinafrique.com/annonce/villas/location-villa-duplex-8-pieces-a-cocody-rivera-4-cite-sinakassi-1-5889020;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain à Faya feh kessé bien situé et bitumé;60000000;481;124740;;Cocody;Faya;;https://ci.coinafrique.com/annonce/terrains/terrain-a-faya-feh-kesse-bien-situe-et-bitume-5887517;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain 600m² à Cocody Riviera Bonoumin;320000000;600;533333;;Cocody;Riviera Bonoumin;;https://ci.coinafrique.com/annonce/terrains/terrain-600m-a-cocody-riviera-bonoumin-5853333;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 4 pièces à Riviera;835000;150;5567;4;Cocody;;;https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-a-riviera-5859798;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain ACD  3241 m²  Kkw Cocody Riviera faya;500000;3241;154;;Cocody;Riviera Faya;;https://ci.coinafrique.com/annonce/terrains/terrain-acd-3241-m-kkw-cocody-riviera-faya-5869204;2026-05-02T00:31:18+00:00
coinafrique;location;terrain;Terrain  1515 m² à Blwmimo Cocody Riviera golf;900000;1515;594;;Cocody;Riviera Golf;;https://ci.coinafrique.com/annonce/terrains/terrain-1515-m-a-blwmimo-cocody-riviera-golf-5876895;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartement 3 pièces  - Cocody danga;850000;150;5667;3;Cocody;Danga;;https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-danga-5864339;2026-05-02T00:31:18+00:00
coinafrique;location;appartement;Location appartements 2 3 et 4 pièces   Cocody Angré Nouveau chu;550000;;;4;Cocody;Angré;;https://ci.coinafrique.com/annonce/appartements/location-appartements-2-3-et-4-pieces-cocody-angre-nouveau-chu-5854988;2026-05-02T00:31:18+00:00
