isin;date;cleanPrice;dirtyPrice;volume;transactions
BF0000000745;2026-04-20;10700;10835.34;0;0
BF0000001362;2026-04-20;9700;9988.47;0;0
BF0000001487;2026-04-20;3333;3349.49;0;0
BF0000001537;2026-04-20;4086;4159.36;0;0
BF0000001743;2026-04-20;9990;10030.63;0;0
BF0000002212;2026-04-20;9799;9879.46;0;0
BF0000002436;2026-04-20;10000;10160.77;0;0
BF0000002709;2026-04-20;10000;10008.61;0;0
BF0000002717;2026-04-20;9950;9958.88;0;0
BF0000003061;2026-04-20;10000;10281.93;0;0
BF0000003079;2026-04-20;10000;10293.12;0;0
BF0000003350;2026-04-20;10000;10251.38;0;0
BF0000003368;2026-04-20;10000;10262.98;0;0
BF0000004127;2026-04-20;10300;10617.24;0;0
BF0000004143;2026-04-20;10000;10326.85;0;0
BF0000004150;2026-04-20;10000;10336.46;0;0
BJ0000001418;2026-04-20;9900;10318.49;0;0
BJ0000001665;2026-04-20;10000;10070.82;0;0
BJ0000001673;2026-04-20;9900;9975.33;0;0
BJ0000001764;2026-04-20;10000;10414.32;0;0
BJ0000001947;2026-04-20;10000;10054.66;0;0
BJ0000001954;2026-04-20;10000;10059.45;0;0
CI0000001822;2026-04-20;10000;10014.79;0;0
CI0000001889;2026-04-20;10000;10494.63;0;0
CI0000002317;2026-04-20;9700;9729.03;0;0
CI0000002648;2026-04-20;9200;9625.75;0;0
CI0000002663;2026-04-20;10000;10593.41;0;0
CI0000002911;2026-04-20;3675;3692.26;0;0
CI0000002952;2026-04-20;10230;10704.18;0;0
CI0000002960;2026-04-20;;;0;0
CI0000003059;2026-04-20;10000;10441.1;0;0
CI0000003117;2026-04-20;10000;10376.51;0;0
CI0000003125;2026-04-20;2000;2057.34;0;0
CI0000003133;2026-04-20;2000;2042.22;250;500000
CI0000003174;2026-04-20;2011;2053.59;0;0
CI0000003380;2026-04-20;2000;2030.56;0;0
CI0000003422;2026-04-20;10000;10076.27;0;0
CI0000003430;2026-04-20;10000;10077.59;0;0
CI0000003471;2026-04-20;4000;4193.86;0;0
CI0000003489;2026-04-20;4100;4293.86;0;0
CI0000003497;2026-04-20;6375;6683.13;0;0
CI0000003588;2026-04-20;10000;10580.3;0;0
CI0000003596;2026-04-20;9800;10370.47;0;0
CI0000003646;2026-04-20;6303;6567.69;0;0
CI0000003653;2026-04-20;4039;4205.53;0;0
CI0000003737;2026-04-20;6250;6484.38;0;0
CI0000003836;2026-04-20;4000;4125.22;0;0
CI0000003901;2026-04-20;4240;4348.69;0;0
CI0000003919;2026-04-20;6250;6449.02;0;0
CI0000003968;2026-04-20;3880;3974.07;0;0
CI0000004057;2026-04-20;4000;4071.82;0;0
CI0000004065;2026-04-20;7726;7840.16;0;0
CI0000004172;2026-04-20;4000;4024.79;0;0
CI0000004180;2026-04-20;6469;6508.4;0;0
CI0000004313;2026-04-20;10000;10538.68;0;0
CI0000004925;2026-04-20;10000;10197.21;0;0
CI0000004974;2026-04-20;10000;10121.23;0;0
CI0000005096;2026-04-20;9999;10039.96;0;0
CI0000005310;2026-04-20;10000;10473.67;0;0
CI0000005385;2026-04-20;7920;8244.45;0;0
CI0000005393;2026-04-20;8750;9111.15;0;0
CI0000005401;2026-04-20;8947;9322.72;0;0
CI0000005674;2026-04-20;10000;10127.44;0;0
CI0000006235;2026-04-20;8600;8660.49;0;0
CI0000006383;2026-04-20;9500;10050.68;0;0
CI0000006680;2026-04-20;10500;10920.27;0;0
CI0000007159;2026-04-20;10000;10203.84;0;0
CI0000007357;2026-04-20;9715;9752.18;0;0
CI0000007696;2026-04-20;12100;12539.67;0;0
CI0000007878;2026-04-20;10000;10378.25;0;0
CI0000008397;2026-04-20;9700;9940.85;0;0
CI0000008637;2026-04-20;10000;10004.54;0;0
ML0000001197;2026-04-20;4620;4818.74;0;0
ML0000001312;2026-04-20;3933;3947.96;0;0
ML0000001544;2026-04-20;3900;3997.86;0;0
ML0000001668;2026-04-20;6028;6029.11;0;0
ML0000001932;2026-04-20;9800;10177.1;0;0
ML0000002112;2026-04-20;9795;10017.66;0;0
ML0000002120;2026-04-20;10000;10219.12;0;0
ML0000002369;2026-04-20;10000;10017.53;0;0
ML0000002542;2026-04-20;9600;10068.36;0;0
ML0000002930;2026-04-20;10000;10021.37;0;0
ML0000003193;2026-04-20;10000;10212.88;0;0
ML0000003318;2026-04-20;10000;10314.04;0;0
ML0000003326;2026-04-20;10000;10304.45;0;0
ML0000003870;2026-04-20;10000;10439.66;0;0
ML0000003888;2026-04-20;10000;10426.23;0;0
NE0000001088;2026-04-20;3892;4077.21;0;0
NE0000001492;2026-04-20;11550;12085.81;0;0
NE0000001914;2026-04-20;7500;7882.71;0;0
NE0000002326;2026-04-20;9800;9980.82;0;0
NE0000002334;2026-04-20;;;0;0
SN0000002239;2026-04-20;10000;10138.95;0;0
SN0000002395;2026-04-20;9800;9830.98;0;0
SN0000002403;2026-04-20;10000;10031.75;0;0
SN0000002411;2026-04-20;10000;10032.79;0;0
SN0000002726;2026-04-20;10000;10105.33;0;0
SN0000002734;2026-04-20;9999;10106.9;0;0
SN0000002742;2026-04-20;10000;10111.33;0;0
SN0000002916;2026-04-20;10000;10115.68;0;0
SN0000002924;2026-04-20;10000;10119.38;0;0
SN0000002932;2026-04-20;10000;10123.08;0;0
SN0000003310;2026-04-20;6844;6856.05;0;0
SN0000003922;2026-04-20;9950;9951.75;0;0
SN0000003930;2026-04-20;10000;10001.8;0;0
SN0000003948;2026-04-20;9700;9701.84;0;0
SN0000003955;2026-04-20;9200;9201.9;0;0
SN0000004037;2026-04-20;9850;10169.12;0;0
SN0000004045;2026-04-20;10200;10529.1;0;0
SN0000004052;2026-04-20;10000;10336.58;0;0
SN0000004060;2026-04-20;9500;9846.55;0;0
SN0000004268;2026-04-20;9950;10119.72;0;0
SN0000004276;2026-04-20;9800;9975.03;92105;902629
SN0000004284;2026-04-20;9725;9904.01;0;0
SN0000004292;2026-04-20;9800;9984.31;28;274400
TG0000000744;2026-04-20;10300;10421.22;0;0
TG0000001585;2026-04-20;5370;5503.56;0;0
TG0000001833;2026-04-20;7000;7145.96;0;0
TG0000002070;2026-04-20;10000;10123.01;0;0
TG0000003011;2026-04-20;10000;10138.9;11;110000
TG0000003235;2026-04-20;10000;10074.22;0;0
TG0000003243;2026-04-20;9999;10074.95;0;0
BF0000000745;2026-05-14;10340;10524.94;0;0
BF0000001271;2026-05-14;9650;9713.93;0;0
BF0000001362;2026-05-14;11499;11562.93;0;0
BF0000001487;2026-05-14;3333;3365.38;0;0
BF0000001537;2026-05-14;4127;4220.57;0;0
BF0000001743;2026-05-14;9990;10219.83;0;0
BF0000001867;2026-05-14;9600;9688.32;0;0
BF0000002212;2026-05-14;9799;9925.68;0;0
BF0000002287;2026-05-14;10000;10313.26;0;0
BF0000002436;2026-05-14;10000;10205.52;0;0
BF0000002709;2026-05-14;10000;10055.08;0;0
BF0000002717;2026-05-14;9950;10010.38;0;0
BF0000002857;2026-05-14;7500;7753.80;0;0
BF0000003061;2026-05-14;10000;10013.70;0;0
BF0000003079;2026-05-14;10000;10014.24;0;0
BF0000003350;2026-05-14;10000;10299.86;0;0
BF0000003368;2026-05-14;10000;10313.70;0;0
BF0000003574;2026-05-14;9999;10188.50;0;0
BF0000004127;2026-05-14;10300;10334.26;0;0
BF0000004135;2026-05-14;9500;9601.33;0;0
BF0000004143;2026-05-14;9995;10030.30;0;0
BF0000004150;2026-05-14;10000;10036.34;0;0
BJ0000001418;2026-05-14;9900;10366.58;0;0
BJ0000001665;2026-05-14;10000;10111.51;0;0
BJ0000001673;2026-05-14;10000;10118.60;0;0
BJ0000001764;2026-05-14;10000;10456.85;0;0
BJ0000001947;2026-05-14;10000;10096.82;0;0
BJ0000001954;2026-05-14;10000;10105.32;0;0
BJ0000002598;2026-05-14;8800;9115.49;0;0
BJ0000002614;2026-05-14;8800;9045.38;0;0
BJ0000002655;2026-05-14;9980;10267.67;0;0
BJ0000002663;2026-05-14;10000;10294.86;0;0
CI0000001822;2026-05-14;10000;10059.18;0;0
CI0000001889;2026-05-14;10000;10538.27;0;0
CI0000002119;2026-05-14;10000;10287.73;0;0
CI0000002164;2026-05-14;10000;10225.53;0;0
CI0000002172;2026-05-14;10000;10235.60;0;0
CI0000002317;2026-05-14;9700;9773.43;0;0
CI0000002648;2026-05-14;9200;9670.14;0;0
CI0000002663;2026-05-14;10000;10000.00;0;0
CI0000002911;2026-05-14;3675;3708.90;0;0
CI0000002952;2026-05-14;10230;10746.71;0;0
CI0000003059;2026-05-14;10000;10483.63;0;0
CI0000003117;2026-05-14;10000;10419.04;0;0
CI0000003125;2026-05-14;2000;2065.85;0;0
CI0000003133;2026-05-14;1990;2040.73;0;0
CI0000003174;2026-05-14;2011;2062.17;0;0
CI0000003380;2026-05-14;2000;2039.07;0;0
CI0000003422;2026-05-14;10000;10119.18;0;0
CI0000003430;2026-05-14;10000;10121.23;0;0
CI0000003471;2026-05-14;4000;4000.00;0;0
CI0000003489;2026-05-14;4100;4311.02;0;0
CI0000003497;2026-05-14;6375;6710.41;0;0
CI0000003588;2026-05-14;10000;10033.95;0;0
CI0000003596;2026-05-14;9800;9833.37;0;0
CI0000003646;2026-05-14;6303;6594.97;0;0
CI0000003653;2026-05-14;4039;4222.69;0;0
CI0000003737;2026-05-14;6250;6511.66;0;0
CI0000003836;2026-05-14;4000;4142.38;0;0
CI0000003901;2026-05-14;4240;4365.85;0;0
CI0000003919;2026-05-14;6250;6450.03;0;0
CI0000003968;2026-05-14;3880;3991.23;0;0
CI0000004057;2026-05-14;4000;4088.99;0;0
CI0000004065;2026-05-14;7726;7867.44;0;0
CI0000004172;2026-05-14;4000;4041.95;0;0
CI0000004180;2026-05-14;6469;6535.68;0;0
CI0000004313;2026-05-14;10000;10001.59;0;0
CI0000004321;2026-05-14;10000;10001.62;0;0
CI0000004479;2026-05-14;6000;6303.19;0;0
CI0000004487;2026-05-14;7500;7662.45;0;0
CI0000004701;2026-05-14;3750;3796.84;0;0
CI0000004719;2026-05-14;5969;6227.38;0;0
CI0000004834;2026-05-14;7500;7760.65;0;0
CI0000004891;2026-05-14;7300;7530.34;0;0
CI0000004925;2026-05-14;10000;10240.85;0;0
CI0000004974;2026-05-14;10000;10164.88;0;0
CI0000005005;2026-05-14;2114;2128.61;0;0
CI0000005096;2026-05-14;9999;10082.49;0;0
CI0000005179;2026-05-14;10000;10023.63;0;0
CI0000005310;2026-05-14;10000;10515.47;0;0
CI0000005385;2026-05-14;7920;8277.88;0;0
CI0000005393;2026-05-14;8750;9148.36;0;0
CI0000005401;2026-05-14;8947;9361.42;0;0
CI0000005641;2026-05-14;10700;11039.00;0;0
CI0000005658;2026-05-14;10500;10711.10;0;0
CI0000005674;2026-05-14;10000;10005.69;0;0
CI0000005880;2026-05-14;10000;10235.29;0;0
CI0000005948;2026-05-14;12500;12780.22;0;0
CI0000006235;2026-05-14;8600;8694.52;0;0
CI0000006383;2026-05-14;9500;10095.07;0;0
CI0000006680;2026-05-14;10500;10963.92;0;0
CI0000006698;2026-05-14;10000;10471.78;0;0
CI0000006904;2026-05-14;9900;10245.92;0;0
CI0000006912;2026-05-14;9999;10350.78;0;0
CI0000007142;2026-05-14;10000;10244.08;0;0
CI0000007159;2026-05-14;10000;10248.22;0;0
CI0000007183;2026-05-14;9688;9837.95;0;0
CI0000007191;2026-05-14;7917;8035.31;0;0
CI0000007357;2026-05-14;9715;9795.82;0;0
CI0000007365;2026-05-14;10000;10082.19;0;0
CI0000007696;2026-05-14;12100;12583.32;0;0
CI0000007704;2026-05-14;10000;10220.27;0;0
CI0000007878;2026-05-14;10000;10421.89;0;0
CI0000007886;2026-05-14;9900;10120.27;0;0
CI0000008397;2026-05-14;9700;9984.49;0;0
CI0000008405;2026-05-14;9800;10089.32;0;0
CI0000008439;2026-05-14;10000;10112.19;0;0
CI0000008637;2026-05-14;10000;10067.93;0;0
CI0000008868;2026-05-14;10000;10111.53;0;0
CI0000008876;2026-05-14;10000;10113.42;0;0
CI0000008884;2026-05-14;10000;10266.37;0;0
CI0000009254;2026-05-14;8094;8178.69;0;0
CI0000009262;2026-05-14;8095;8179.69;0;0
CI0000009437;2026-05-14;10000;10455.84;0;0
CI0000009445;2026-05-14;10000;10463.56;0;0
CI0000009635;2026-05-14;9256;9267.21;0;0
ML0000001197;2026-05-14;4620;4837.97;0;0
ML0000001312;2026-05-14;3933;3967.19;0;0
ML0000001544;2026-05-14;4000;4117.53;0;0
ML0000001668;2026-05-14;6188;6219.16;0;0
ML0000001932;2026-05-14;10000;10422.96;0;0
ML0000002112;2026-05-14;9795;10064.26;0;0
ML0000002120;2026-05-14;10000;10264.99;0;0
ML0000002369;2026-05-14;10000;10064.88;0;0
ML0000002542;2026-05-14;9800;10316.44;0;0
ML0000002930;2026-05-14;10000;10069.45;0;0
ML0000003193;2026-05-14;10000;10235.07;0;0
ML0000003318;2026-05-14;10000;10362.49;0;0
ML0000003326;2026-05-14;10000;10351.42;0;0
ML0000003573;2026-05-14;10000;10084.34;0;0
ML0000003581;2026-05-14;10000;10081.77;0;0
ML0000003870;2026-05-14;10000;10488.11;0;0
ML0000003888;2026-05-14;10000;10473.21;0;0
NE0000000940;2026-05-14;9900;10409.32;0;0
NE0000001088;2026-05-14;3892;4096.44;0;0
NE0000001344;2026-05-14;7500;7840.46;0;0
NE0000001492;2026-05-14;11550;12131.30;0;0
NE0000001625;2026-05-14;8955;9183.98;0;0
NE0000001914;2026-05-14;7500;7917.38;0;0
NE0000002326;2026-05-14;9800;10029.64;0;0
NE0000002417;2026-05-14;10000;10148.27;0;0
SN0000000985;2026-05-14;10000;10179.01;0;0
SN0000001371;2026-05-14;3000;3063.56;0;0
SN0000001454;2026-05-14;3000;3013.52;0;0
SN0000002239;2026-05-14;10000;10221.70;0;0
SN0000002395;2026-05-14;9800;9875.00;0;0
SN0000002403;2026-05-14;10000;10076.88;0;0
SN0000002411;2026-05-14;10000;10079.38;0;0
SN0000002726;2026-05-14;9700;9851.20;0;0
SN0000002734;2026-05-14;9999;10153.89;0;0
SN0000002742;2026-05-14;10000;10159.81;0;0
SN0000002916;2026-05-14;10000;10162.29;0;0
SN0000002924;2026-05-14;10000;10167.49;0;0
SN0000002932;2026-05-14;10000;10172.68;0;0
SN0000002965;2026-05-14;10000;10191.24;0;0
SN0000002973;2026-05-14;9950;10146.96;0;0
SN0000003310;2026-05-14;6844;6888.30;0;0
SN0000003484;2026-05-14;10000;10037.16;0;0
SN0000003922;2026-05-14;9950;9998.96;0;0
SN0000003930;2026-05-14;10000;10242.49;0;0
SN0000003948;2026-05-14;9700;9751.64;0;0
SN0000003955;2026-05-14;9950;10003.17;0;0
SN0000004037;2026-05-14;10000;10217.46;0;0
SN0000004045;2026-05-14;10000;10224.25;0;0
SN0000004052;2026-05-14;9800;10029.35;0;0
SN0000004060;2026-05-14;9500;9736.15;0;0
SN0000004243;2026-05-14;9286;9310.67;0;0
SN0000004250;2026-05-14;9286;9313.75;0;0
SN0000004268;2026-05-14;9950;9997.21;0;0
SN0000004276;2026-05-14;9900;9948.69;0;0
SN0000004284;2026-05-14;9800;9849.80;0;0
SN0000004292;2026-05-14;10000;10051.27;0;0
TG0000000744;2026-05-14;10300;10454.42;0;0
TG0000000801;2026-05-14;10000;10211.70;0;0
TG0000000934;2026-05-14;2500;2638.71;0;0
TG0000000991;2026-05-14;3333;3430.51;0;0
TG0000001213;2026-05-14;4125;4223.08;0;0
TG0000001221;2026-05-14;5333;5460.64;0;0
TG0000001304;2026-05-14;11500;11715.69;0;0
TG0000001585;2026-05-14;5370;5528.91;0;0
TG0000001726;2026-05-14;5900;5917.58;0;0
TG0000001833;2026-05-14;7000;7177.00;0;0
TG0000001890;2026-05-14;9990;10284.25;0;0
TG0000002070;2026-05-14;10000;10168.51;0;0
TG0000002237;2026-05-14;4554;4595.94;0;0
TG0000003011;2026-05-14;10000;10188.54;0;0
TG0000003128;2026-05-14;7939;8260.48;0;0
TG0000003235;2026-05-14;10000;10121.93;0;0
TG0000003243;2026-05-14;9900;10024.77;0;0
TG0000003326;2026-05-14;10000;10265.38;0;0
TG0000003367;2026-05-14;9565;9831.72;0;0
TG0000003375;2026-05-14;9565;9907.92;0;0
TG0000003425;2026-05-14;9500;9504.43;0;0
TG0000003433;2026-05-14;9500;9505.43;0;0
BF0000000745;2026-05-15;10340;10526.74;0;0
BF0000001271;2026-05-15;9650;9715.71;0;0
BF0000001362;2026-05-15;11499;11564.71;0;0
BF0000001487;2026-05-15;3333;3365.97;0;0
BF0000001537;2026-05-15;4127;4221.32;0;0
BF0000001743;2026-05-15;9990;10221.63;0;0
BF0000001867;2026-05-15;9600;9690.08;0;0
BF0000002212;2026-05-15;9799;9927.40;0;0
BF0000002287;2026-05-15;10000;10000.00;0;0
BF0000002436;2026-05-15;10000;10207.18;0;0
BF0000002709;2026-05-15;10000;10056.80;0;0
BF0000002717;2026-05-15;9950;10012.16;0;0
BF0000002857;2026-05-15;7500;7755.25;0;0
BF0000003061;2026-05-15;10000;10015.41;65;650000
BF0000003079;2026-05-15;10000;10016.02;0;0
BF0000003350;2026-05-15;10000;10301.66;0;0
BF0000003368;2026-05-15;10000;10315.58;0;0
BF0000003574;2026-05-15;10000;10191.44;0;0
BF0000004127;2026-05-15;10300;10336.07;0;0
BF0000004135;2026-05-15;9500;9603.40;0;0
BF0000004143;2026-05-15;9995;10032.16;0;0
BF0000004150;2026-05-15;10000;10038.25;5;50000
BJ0000001418;2026-05-15;9900;10368.36;0;0
BJ0000001665;2026-05-15;10000;10113.01;0;0
BJ0000001673;2026-05-15;10000;10120.21;0;0
BJ0000001764;2026-05-15;10000;10458.42;0;0
BJ0000001947;2026-05-15;10000;10098.38;0;0
BJ0000001954;2026-05-15;10000;10107.01;0;0
BJ0000002598;2026-05-15;8800;9117.67;0;0
BJ0000002614;2026-05-15;8800;9047.08;0;0
BJ0000002655;2026-05-15;9980;10269.32;0;0
BJ0000002663;2026-05-15;10000;10296.55;0;0
CI0000001822;2026-05-15;10000;10060.82;0;0
CI0000001889;2026-05-15;10000;10539.89;0;0
CI0000002119;2026-05-15;10000;10289.34;0;0
CI0000002164;2026-05-15;10000;10227.07;0;0
CI0000002172;2026-05-15;10000;10237.21;0;0
CI0000002317;2026-05-15;9700;9775.14;0;0
CI0000002648;2026-05-15;9200;9671.78;0;0
CI0000002663;2026-05-15;10000;10000.00;0;0
CI0000002911;2026-05-15;3675;3709.52;0;0
CI0000002952;2026-05-15;10230;10748.29;0;0
CI0000003059;2026-05-15;10000;10485.21;0;0
CI0000003117;2026-05-15;10000;10420.62;0;0
CI0000003125;2026-05-15;2000;2066.16;0;0
CI0000003133;2026-05-15;1990;2041.04;0;0
CI0000003174;2026-05-15;2011;2062.48;0;0
CI0000003380;2026-05-15;2000;2039.38;0;0
CI0000003422;2026-05-15;10000;10120.77;0;0
CI0000003430;2026-05-15;10000;10122.85;0;0
CI0000003471;2026-05-15;4000;4000.00;0;0
CI0000003489;2026-05-15;4100;4311.66;0;0
CI0000003497;2026-05-15;6375;6711.42;0;0
CI0000003588;2026-05-15;10000;10035.56;0;0
CI0000003596;2026-05-15;9800;9834.96;0;0
CI0000003646;2026-05-15;6303;6595.98;0;0
CI0000003653;2026-05-15;4039;4223.33;0;0
CI0000003737;2026-05-15;6250;6512.67;0;0
CI0000003836;2026-05-15;4000;4143.01;0;0
CI0000003901;2026-05-15;4240;4366.49;0;0
CI0000003919;2026-05-15;6250;6451.04;0;0
CI0000003968;2026-05-15;3880;3991.87;0;0
CI0000004057;2026-05-15;4000;4089.62;0;0
CI0000004065;2026-05-15;7726;7868.45;0;0
CI0000004172;2026-05-15;4000;4042.59;0;0
CI0000004180;2026-05-15;6469;6536.69;0;0
CI0000004313;2026-05-15;10000;10003.18;0;0
CI0000004321;2026-05-15;10000;10003.23;0;0
CI0000004479;2026-05-15;6000;6304.14;0;0
CI0000004487;2026-05-15;7500;7663.66;0;0
CI0000004701;2026-05-15;3750;3797.54;0;0
CI0000004719;2026-05-15;5969;6228.33;0;0
CI0000004834;2026-05-15;7500;7761.86;0;0
CI0000004891;2026-05-15;7300;7531.55;0;0
CI0000004925;2026-05-15;10000;10242.47;0;0
CI0000004974;2026-05-15;10000;10166.49;0;0
CI0000005005;2026-05-15;2114;2128.92;0;0
CI0000005096;2026-05-15;9999;10084.07;0;0
CI0000005179;2026-05-15;10000;10025.21;0;0
CI0000005310;2026-05-15;10000;10517.01;0;0
CI0000005385;2026-05-15;7920;8279.12;0;0
CI0000005393;2026-05-15;8750;9149.74;0;0
CI0000005401;2026-05-15;8947;9362.85;0;0
CI0000005641;2026-05-15;10700;11040.55;0;0
CI0000005658;2026-05-15;10500;10712.67;0;0
CI0000005674;2026-05-15;10000;10007.59;0;0
CI0000005880;2026-05-15;10000;10236.84;0;0
CI0000005948;2026-05-15;12500;12782.09;0;0
CI0000006235;2026-05-15;8600;8695.78;0;0
CI0000006383;2026-05-15;9500;10096.71;0;0
CI0000006680;2026-05-15;10500;10965.53;0;0
CI0000006698;2026-05-15;10000;10473.42;0;0
CI0000006904;2026-05-15;9900;10247.53;0;0
CI0000006912;2026-05-15;9999;10352.42;0;0
CI0000007142;2026-05-15;10000;10245.70;0;0
CI0000007159;2026-05-15;10000;10249.86;0;0
CI0000007183;2026-05-15;9688;9839.92;0;0
CI0000007191;2026-05-15;7917;8036.87;0;0
CI0000007357;2026-05-15;9715;9797.44;0;0
CI0000007365;2026-05-15;10000;10083.84;0;0
CI0000007696;2026-05-15;12100;12584.93;0;0
CI0000007704;2026-05-15;10000;10221.92;0;0
CI0000007878;2026-05-15;10000;10423.51;0;0
CI0000007886;2026-05-15;9900;10121.92;0;0
CI0000008397;2026-05-15;9700;9986.11;0;0
CI0000008405;2026-05-15;9800;10090.96;0;0
CI0000008439;2026-05-15;10000;10113.97;0;0
CI0000008637;2026-05-15;10000;10070.27;0;0
CI0000008868;2026-05-15;10000;10113.15;0;0
CI0000008876;2026-05-15;10000;10115.07;0;0
CI0000008884;2026-05-15;10000;10268.37;0;0
CI0000009254;2026-05-15;8094;8180.23;0;0
CI0000009262;2026-05-15;8095;8181.23;0;0
CI0000009437;2026-05-15;10000;10457.45;0;0
CI0000009445;2026-05-15;10000;10465.21;0;0
CI0000009635;2026-05-15;9256;9269.08;0;0
ML0000001197;2026-05-15;4620;4838.68;0;0
ML0000001312;2026-05-15;3933;3967.90;0;0
ML0000001544;2026-05-15;4000;4118.25;0;0
ML0000001668;2026-05-15;6188;6220.28;0;0
ML0000001932;2026-05-15;10000;10424.66;0;0
ML0000002112;2026-05-15;9795;10065.99;0;0
ML0000002120;2026-05-15;10000;10266.68;0;0
ML0000002369;2026-05-15;10000;10066.63;0;0
ML0000002542;2026-05-15;9800;10318.22;0;0
ML0000002930;2026-05-15;10000;10071.23;0;0
ML0000003193;2026-05-15;10000;10235.89;0;0
ML0000003318;2026-05-15;10000;10364.29;0;0
ML0000003326;2026-05-15;10000;10353.16;0;0
ML0000003573;2026-05-15;10000;10086.14;0;0
ML0000003581;2026-05-15;10000;10083.51;0;0
ML0000003870;2026-05-15;10000;10489.90;0;0
ML0000003888;2026-05-15;10000;10474.95;0;0
NE0000000940;2026-05-15;9900;10411.10;0;0
NE0000001088;2026-05-15;3892;4097.15;0;0
NE0000001344;2026-05-15;7500;7841.75;0;0
NE0000001492;2026-05-15;11550;12132.99;0;0
NE0000001625;2026-05-15;8955;9185.50;0;0
NE0000001914;2026-05-15;7500;7918.66;0;0
NE0000002326;2026-05-15;9800;10031.45;0;0
NE0000002417;2026-05-15;10000;10150.08;0;0
SN0000000985;2026-05-15;10000;10180.66;0;0
SN0000001371;2026-05-15;3000;3064.10;0;0
SN0000001454;2026-05-15;3000;3014.07;0;0
SN0000002239;2026-05-15;10000;10223.33;0;0
SN0000002395;2026-05-15;9800;9876.63;0;0
SN0000002403;2026-05-15;10000;10078.55;0;0
SN0000002411;2026-05-15;10000;10081.10;0;0
SN0000002726;2026-05-15;9700;9852.90;0;0
SN0000002734;2026-05-15;9999;10155.63;0;0
SN0000002742;2026-05-15;10000;10161.60;0;0
SN0000002916;2026-05-15;10000;10164.02;0;0
SN0000002924;2026-05-15;10000;10169.27;0;0
SN0000002932;2026-05-15;10000;10174.52;83;830000
SN0000002965;2026-05-15;10000;10192.91;0;0
SN0000002973;2026-05-15;9950;10148.67;0;0
SN0000003310;2026-05-15;6844;6889.46;0;0
SN0000003484;2026-05-15;10000;10039.02;0;0
SN0000003922;2026-05-15;9950;10000.71;0;0
SN0000003930;2026-05-15;10000;10244.31;0;0
SN0000003948;2026-05-15;9700;9753.48;0;0
SN0000003955;2026-05-15;9950;10005.07;0;0
SN0000004037;2026-05-15;10000;10219.23;0;0
SN0000004045;2026-05-15;10000;10226.08;0;0
SN0000004052;2026-05-15;9800;10031.22;0;0
SN0000004060;2026-05-15;9500;9738.07;0;0
SN0000004243;2026-05-15;9286;9312.57;0;0
SN0000004250;2026-05-15;9286;9315.89;0;0
SN0000004268;2026-05-15;9950;9998.96;6700;66665000
SN0000004276;2026-05-15;9900;9950.49;0;0
SN0000004284;2026-05-15;9800;9851.64;0;0
SN0000004292;2026-05-15;10000;10053.17;0;0
TG0000000744;2026-05-15;10300;10456.22;0;0
TG0000000801;2026-05-15;10000;10213.31;0;0
TG0000000934;2026-05-15;2500;2639.13;0;0
TG0000000991;2026-05-15;2917;3015.06;0;0
TG0000001213;2026-05-15;4125;4223.77;0;0
TG0000001221;2026-05-15;5333;5461.53;0;0
TG0000001304;2026-05-15;11500;11717.46;0;0
TG0000001585;2026-05-15;5370;5529.81;0;0
TG0000001726;2026-05-15;5900;5918.56;0;0
TG0000001833;2026-05-15;7000;7178.13;0;0
TG0000001890;2026-05-15;9990;10285.89;0;0
TG0000002070;2026-05-15;10000;10170.19;0;0
TG0000002237;2026-05-15;4600;4642.70;4;18400
TG0000003011;2026-05-15;10000;10190.33;0;0
TG0000003128;2026-05-15;7939;8262.31;0;0
TG0000003235;2026-05-15;10000;10123.70;0;0
TG0000003243;2026-05-15;9900;10026.58;0;0
TG0000003326;2026-05-15;10000;10267.03;0;0
TG0000003367;2026-05-15;9565;9833.56;0;0
TG0000003375;2026-05-15;9565;9910.29;0;0
TG0000003425;2026-05-15;9500;9506.31;0;0
TG0000003433;2026-05-15;9500;9507.74;0;0
BF0000000745;2026-05-18;10340;10532.13;0;0
BF0000001271;2026-05-18;9650;9721.04;0;0
BF0000001362;2026-05-18;11499;11570.04;0;0
BF0000001487;2026-05-18;3333;3367.73;0;0
BF0000001537;2026-05-18;4127;4223.57;0;0
BF0000001743;2026-05-18;9990;10227.02;0;0
BF0000001867;2026-05-18;9600;9695.38;0;0
BF0000002212;2026-05-18;9799;9932.53;0;0
BF0000002287;2026-05-18;10000;10005.14;0;0
BF0000002436;2026-05-18;10000;10212.15;0;0
BF0000002709;2026-05-18;10000;10061.97;0;0
BF0000002717;2026-05-18;9950;10017.49;0;0
BF0000002857;2026-05-18;7500;7759.60;0;0
BF0000003061;2026-05-18;10000;10020.54;200;2000000
BF0000003079;2026-05-18;10000;10021.36;0;0
BF0000003350;2026-05-18;10000;10307.04;0;0
BF0000003368;2026-05-18;10000;10321.22;0;0
BF0000003574;2026-05-18;10000;10197.24;0;0
BF0000004127;2026-05-18;10300;10341.48;0;0
BF0000004135;2026-05-18;10000;10109.60;22;220000
BF0000004143;2026-05-18;9995;10037.73;0;0
BF0000004150;2026-05-18;10000;10043.99;0;0
BJ0000001418;2026-05-18;9900;10373.70;0;0
BJ0000001665;2026-05-18;10000;10117.53;0;0
BJ0000001673;2026-05-18;10000;10125.01;0;0
BJ0000001764;2026-05-18;10000;10463.15;0;0
